w_ewma,w_lgbm,w_hist,w_target,p10,p20,r10,r20
0.0,0.6,0.0,0.4,0.17093023255813952,0.1168604651162791,0.4264950166112957,0.5553571428571428
0.0,0.6,0.3,0.1,0.17093023255813952,0.11686046511627908,0.4264950166112957,0.5527408637873753
0.0,0.5,0.4,0.1,0.17093023255813952,0.11686046511627908,0.4264950166112957,0.5490725359911406
0.0,0.7,0.0,0.3,0.17093023255813952,0.11627906976744189,0.4264950166112957,0.5534191583610187
0.0,0.6,0.1,0.3,0.17093023255813952,0.11627906976744189,0.4264950166112957,0.5508028792912513
0.0,0.6,0.4,0.0,0.17093023255813952,0.11627906976744186,0.4264950166112957,0.5508028792912513
0.2,0.5,0.0,0.3,0.1709302325581395,0.13837209302325587,0.4264950166112957,0.632405869324474
0.2,0.7,0.0,0.1,0.1709302325581395,0.13837209302325582,0.4264950166112957,0.6388012181616833
0.2,0.6,0.0,0.2,0.1709302325581395,0.13779069767441865,0.4264950166112957,0.6304678848283499
0.2,0.7,0.1,0.0,0.1697674418604651,0.14011627906976745,0.42358803986710963,0.6452104097452934
0.1,0.8,0.1,-0.0,0.1697674418604651,0.1313953488372093,0.42358803986710963,0.6129291251384273
0.1,0.8,0.0,0.1,0.1697674418604651,0.1308139534883721,0.42358803986710963,0.6086655592469546
0.0,0.8,0.2,-0.0,0.1697674418604651,0.12093023255813953,0.42358803986710963,0.5676079734219268
0.0,0.8,0.1,0.1,0.1697674418604651,0.11802325581395351,0.42358803986710963,0.5586794019933555
0.0,0.8,0.0,0.2,0.1697674418604651,0.11802325581395351,0.42358803986710963,0.5586794019933554
0.2,0.8,0.0,0.0,0.16860465116279066,0.13720930232558137,0.4225083056478405,0.6351328903654484
0.0,0.9,0.0,0.1,0.16744186046511625,0.11918604651162792,0.4182724252491694,0.562001661129568
0.0,0.9,0.1,-0.0,0.16744186046511625,0.11860465116279072,0.4182724252491694,0.5603405315614617
0.0,1.0,0.0,0.0,0.16627906976744186,0.1168604651162791,0.4159468438538206,0.5530869324473976
0.1,0.9,0.0,0.0,0.16511627906976742,0.1296511627906977,0.41428571428571426,0.6040143964562569
