Controle,Data,Natureza,BairroOcor,bairro_norm,CidadeOcor,total_armas_cache,total_drogas_cache,Dinheiro_Apreendido,lat_ibge,long_ibge
9116,2022-04-16,HOMICÍDIO - Art. 121/CPB; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Monte Castelo,Monte Castelo,Tamboril,0,0.0,,,
9117,2022-04-16,ROUBO,Centro,Centro,Irauçuba,0,0.0,77.0,,
9118,2022-04-17,ROUBO; FURTO - Art. 155/CPB,Cacimba do Povo,Cais Do Porto,Aracati,0,0.0,,,
9119,2022-04-17,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Dom José 1,Dom Lustosa,Sobral,1,0.0,,,
9120,2022-04-17,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Campo Grande 2,Couto Fernandes,Caucaia,1,0.0,,,
9121,2022-04-17,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Senador Pompeu,0,0.0,,,
9122,2022-04-17,APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Jangurussu,Jangurussu,Fortaleza,0,34.0,,,
9123,2022-04-17,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Bom Jardim,Bom Jardim,Fortaleza,1,101.4,155.0,,
9124,2022-04-17,VEÍCULO LOCALIZADO,Granja Portugal,Granja Portugal,Fortaleza,0,0.0,,,
9125,2022-04-17,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Cidade de Deus,Cidade Dos Funcionários,Icó,1,0.0,,,
9126,2022-04-17,RECEPTAÇÃO - Art. 180/CPB,Conjunto Ceará,Conjunto Ceará I,Fortaleza,0,0.0,,,
9127,2022-04-17,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Distrito Cruzeirinho,Edson Queiroz,Icó,1,0.0,,,
9130,2022-04-17,ROUBO,Guararapes,Aracapé,Fortaleza,0,0.0,,,
9131,2022-04-17,TRÁFICO DE DROGAS,João XXIII,João Xxiii,Fortaleza,0,0.08,,,
9132,2022-04-17,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Pereiros,Pedras,Tamboril,3,0.0,,,
9134,2022-04-17,AMEAÇA - Art. 147/CPB; LESÃO CORPORAL - Art. 129/CPB; MARIA DA PENHA - Lei nº 11.340/2006,Escola Normal,Olavo Oliveira,Viçosa do Ceará,0,0.0,,,
9135,2022-04-17,APRESENTAÇÃO E APREENSÃO DE DROGAS; RESISTÊNCIA - Art. 329/CPB,Lagoa Seca,Lagoa Redonda,Itarema,0,240.0,,,
9136,2022-04-17,ROUBO; VEÍCULO LOCALIZADO,São Vicente,São Bento,Crateús,0,0.0,,,
9137,2022-04-17,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Planalto Caucaia,Planalto Ayrton Senna,Caucaia,2,0.5,239.0,,
9138,2022-04-18,MANDADO DE PRISÃO,Maracanauzinho,Canindezinho,Maracanaú,0,0.0,,,
9139,2022-04-17,TRÁFICO DE DROGAS,Camboas,Cambeba,Paraipaba,0,182.0,1012.0,,
9140,2022-04-18,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Mondubim,Mondubim,Fortaleza,0,32.0,130.0,,
9141,2022-04-18,RECEPTAÇÃO - Art. 180/CPB,Sem terra,Serrinha,Cascavel,0,0.0,,,
9142,2022-04-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Campo Grande,Couto Fernandes,Caucaia,3,0.0,,,
9143,2022-04-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Itapery,Itaperi,Fortaleza,1,0.0,,,
9144,2022-04-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Camburão,Precabura,Paraipaba,1,0.0,,,
9145,2022-04-18,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS; ,Malvinas,Salinas,Barbalha,0,27.0,,,
9146,2022-04-18,"DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB; RECEPTAÇÃO - Art. 180/CPB; TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB; ROUBO",Damas,Damas,Fortaleza,1,0.0,11.4,,
9148,2022-04-18,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Canindé,0,0.0,,,
9149,2022-04-18,ROUBO,Zona Rural,Granja Portugal,Acarape,0,0.0,,,
9150,2022-04-18,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Planalto Pici,Planalto Ayrton Senna,Fortaleza,0,178.0,,,
9151,2022-04-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Morada Nova,1,0.0,,,
9152,2022-04-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Ícapui,1,0.0,,,
9153,2022-04-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Planalto Airton Sena,Planalto Ayrton Senna,Fortaleza,1,0.0,,,
9154,2022-04-18,TRÁFICO DE DROGAS,Pedras,Pedras,Itaitinga,0,27.0,70.0,,
9155,2022-04-18,PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Jangurussu,Jangurussu,Fortaleza,1,0.0,,,
9156,2022-04-18,TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Lavras da Mangabeira,0,24.0,52.0,,
9157,2022-04-18,LESÃO CORPORAL - Art. 129/CPB,Centro,Centro,Caucaia,0,0.0,,,
9158,2022-04-18,TRÁFICO DE DROGAS; ORGANIZAÇÃO CRIMINOSA - Art. 2°/ Lei nº 12.850/2013,Boa Vista,Bela Vista,Caucaia,0,328.0,566.0,,
9160,2022-04-18,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Conjunto Padre Cicero,Conjunto Ceará I,Juazeiro do Norte,1,28.0,1660.0,,
9161,2022-04-18,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Aurora Velho,Vila Velha,Aurora,1,0.0,,,
9162,2022-04-18,TRÁFICO DE DROGAS,Granjeiro,Granja Lisboa,Crato,0,201.0,182.3,,
9163,2022-04-19,VEÍCULO LOCALIZADO,Maraponga,Maraponga,Fortaleza,0,0.0,,,
9164,2022-04-19,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Tauá,1,0.0,,,
9165,2022-04-19,APRESENTAÇÃO E APREENSÃO DE DROGAS,Areias II,Farias Brito,Iguatu,0,170.0,,,
9166,2022-04-19,APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Granja Lisboa,Granja Lisboa,Fortaleza,0,0.0,,,
9167,2022-04-19,OUTROS,Centro,Centro,Canindé,0,0.0,,,
9168,2022-04-19,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006; DESOBEDIÊNCIA - Art. 330/CPB,Sanharol,Salinas,Várzea Alegre,0,1.0,292.0,,
9169,2022-04-19,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Bela Cruz,0,0.0,,,
9170,2022-04-19,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Crateús,0,0.0,,,
9171,2022-04-19,DESACATO - Art. 331/CPB; RESISTÊNCIA - Art. 329/CPB,Pirambu,Pirambu,Fortaleza,0,0.0,,,
9173,2022-04-19,APRESENTAÇÃO E APREENSÃO DE DROGAS,José Walter,Prefeito José Walter,Fortaleza,0,22.0,,,
9174,2022-04-19,TRÁFICO DE DROGAS,Messejana,Messejana,Fortaleza,0,90.0,,,
9175,2022-04-19,VEÍCULO LOCALIZADO,Sumaré,Passaré,Sobral,0,0.0,,,
9176,2022-04-19,TRÁFICO DE DROGAS,Barro Duro,Barroso,Itaitinga,0,41.0,22.0,,
9177,2022-04-19,ROUBO; APRESENTAÇÃO E APREENSÃO DE VEÍCULO,São Bento,São Bento,Crato,0,0.0,,,
9178,2022-04-19,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Jardim Gonzaga,Jardim Guanabara,Juazeiro do Norte,1,225.0,142.0,,
9179,2022-04-19,ROUBO,Alto Alegre,Alto Da Balança,Maracanaú,0,0.0,105.0,,
9180,2022-04-19,POSSE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Vila Real,Vila Velha,Juazeiro do Norte,2,1862.0,1110.0,,
9181,2022-04-19,VEÍCULO CLONADO,Carnaúbas,Parangaba,Ipueiras,0,0.0,,,
9182,2022-04-20,RECEPTAÇÃO - Art. 180/CPB,Ellery,Ellery,Fortaleza,0,0.0,,,
9183,2022-04-19,RECEPTAÇÃO - Art. 180/CPB,Zona Rural,Granja Portugal,Ibiapina,0,0.0,,,
9184,2022-04-20,APRESENTAÇÃO E APREENSÃO DE DROGAS,Cocheira,Cajazeiras,Granja,0,2280.0,11379.0,,
9185,2022-04-20,MANDADO DE PRISÃO,Vila Neuma,Vila Velha,Iguatu,0,0.0,,,
9186,2022-04-20,VEÍCULO LOCALIZADO,Ancuri,Ancuri,Itaitinga,0,0.0,,,
9187,2022-04-20,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Juritianha,Quintino Cunha,Acaraú,1,0.0,,,
9188,2022-04-20,NÃO DELITUOSO,Pq Dois Irmãos,Parque Dois Irmăos,Fortaleza,0,0.0,,,
9189,2022-04-20,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Dona Rosinha,Dom Lustosa,Várzea Alegre,1,0.0,,,
9191,2022-04-20,APRESENTAÇÃO E APREENSÃO DE DROGAS,Recanto I,Centro,Sobral,0,20.0,135.0,,
9193,2022-04-20,ROUBO,Queiroz,Edson Queiroz,Boa Viagem,0,0.0,,,
9194,2022-04-20,TRÁFICO DE DROGAS,Jacarecanga,Jacarecanga,Fortaleza,0,28.0,,,
9195,2022-04-20,ROUBO,Alto Vermelho,Carlito Pamplona,Pacajus,0,0.0,,,
9196,2022-04-20,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Pirambu,Pirambu,Fortaleza,0,36.0,,,
9197,2022-04-20,ROUBO,Pirambu,Pirambu,Fortaleza,0,0.0,,,
9198,2022-04-20,APOIO A OCORRÊNCIAS  DE OUTRAS UNIDADES; TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Farias Brito,Farias Brito,Fortaleza,1,95.1,,,
9199,2022-04-20,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,São Sebastião,São Bento,Ubajara,2,0.0,,,
9200,2022-04-20,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Centro,Centro,Maracanaú,0,8.0,,,
9201,2022-04-20,TRÁFICO DE DROGAS,Planalto Horizonte,Planalto Ayrton Senna,Horizonte,0,2.0,20.0,,
9203,2022-04-20,TRÁFICO DE DROGAS,Centro,Centro,Paracuru,0,2.5,10.0,,
9204,2022-04-20,VEÍCULO LOCALIZADO,Caioca,Itaoca,Sobral,0,0.0,,,
9206,2022-04-20,MANDADO DE PRISÃO,Parque Albano,Parque Araxá,Caucaia,0,0.0,,,
9207,2022-04-20,TRÁFICO DE DROGAS,Santa Teresa,Parque Santa Rosa,Juazeiro Do Norte,0,3.0,806.15,,
9208,2022-04-20,TRÁFICO DE DROGAS,Piau,Pirambu,Aquiraz,0,22.0,,,
9209,2022-04-20,TRÁFICO DE DROGAS; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Alto Brejo,São Bento,São Gonçalo do Amarante,1,2.0,,,
9210,2022-04-20,RECEPTAÇÃO - Art. 180/CPB,Rio Novo,Cristo Redentor,Cascavel,0,0.0,,,
9211,2022-04-20,ROUBO,Zona Rural,Granja Portugal,Jaguaruana,0,0.0,,,
9212,2022-04-21,TRÁFICO DE DROGAS,cartucha,Cararu,Massapê,0,200.0,130.0,,
9213,2022-04-21,HOMICÍDIO - Art. 121/CPB,Monte Castelo,Monte Castelo,Tamboril,1,0.0,,,
9214,2022-04-21,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Centro,Centro,Bela Cruz,0,5.0,,,
9215,2022-04-21,DESACATO - Art. 331/CPB; EMBRIAGUEZ AO VOLANTE - Art. 306/CTB,Loteamento Nova Cajazeiras,Cajazeiras,Iguatu,0,0.0,,,
9216,2022-04-21,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE VEÍCULO; APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Zona Rural,Granja Portugal,Caririaçu,1,0.0,,,
9218,2022-04-21,"ROUBO TENTADO - Art. 157 c/c Art. 14, II/CPB",Zona Rural,Granja Portugal,Tauá,2,0.0,,,
9219,2022-04-21,ROUBO,Parque Santa Rosa,Parque Santa Rosa,Fortaleza,0,0.0,,,
9220,2022-04-21,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Genipapero,Itaperi,Horizonte,1,3.2,,,
9221,2022-04-21,TRÁFICO DE DROGAS,Palestina,Paupina,Canindé,0,238.0,,,
9222,2022-04-21,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB",Cidade Alta,Cidade 2000,São Benedito,0,0.0,,,
9223,2022-04-21,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Tapera,Itaperi,Aquiraz,1,12.5,14.0,,
9224,2022-04-21,TRÁFICO DE DROGAS,Pirambu,Pirambu,Fortaleza,0,9.0,,,
9225,2022-04-21,PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Jaguaribe,1,0.0,,,
9226,2022-04-21,TRÁFICO DE DROGAS,Cruzeiro,Centro,Massapê,0,14.0,168.0,,
9227,2022-04-21,VEÍCULO LOCALIZADO,Dom José,Dom Lustosa,Sobral,0,0.0,,,
9229,2022-04-22,TRÁFICO DE DROGAS,Araturi,Cararu,Caucaia,0,0.0,25.0,,
9230,2022-04-21,TRÁFICO DE DROGAS; Crime de Trânsito (Diversos),Pavuna,Paupina,Pacatuba,0,42.0,25.0,,
9231,2022-04-21,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Santana do Acaraú,0,0.0,,,
9232,2022-04-22,FURTO - Art. 155/CPB,Bairro de Fátima,Praia De Iracema,Fortaleza,0,0.0,,,
9234,2022-04-22,MANDADO DE PRISÃO,Pici,Pici,Fortaleza,0,0.0,,,
9235,2022-04-22,TRÁFICO DE DROGAS,Granja Lisboa,Granja Lisboa,Fortaleza,0,6.0,,,
9236,2022-04-22,MANDADO DE PRISÃO,Benfica,Benfica,Fortaleza,0,0.0,,,
9237,2022-04-22,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Guajiru,Guajeru,Paracuru,1,0.0,,,
9238,2022-04-22,DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB; DIREÇÃO PERIGOSA - Art.175/CTB; DESOBEDIÊNCIA - Art. 330/CPB,Zona Rural,Granja Portugal,Ipueiras,0,0.0,,,
9239,2022-04-22,TRÁFICO DE DROGAS,Conjunto Galdêncio Leorde,Conjunto Palmeiras,Marco,0,990.0,316.0,,
9240,2022-04-22,ROUBO; FURTO - Art. 155/CPB; VEÍCULO LOCALIZADO,Mina,Paupina,Ipu,0,0.0,,,
9241,2022-04-22,INTERVENÇÃO POLICIAL LETAL; APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Russas,1,0.0,,,
9242,2022-04-22,ACIDENTE DE TRÂNSITO COM VÍTIMA NÃO FATAL - Art. 303/CTB; POLICIAL MILITAR VÍTIMA,Sucesso,Bonsucesso,Tamboril,0,0.0,,,
9243,2022-04-22,FURTO - Art. 155/CPB,Edson Queiroz,Edson Queiroz,Fortaleza,0,0.0,,,
9244,2022-04-22,MANDADO DE PRISÃO,Centro,Centro,Juazeiro do Norte,0,0.0,,,
9246,2022-04-22,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Aracati,1,0.0,,,
9247,2022-04-22,MANDADO DE PRISÃO,Caponga Funda,Maraponga,Pindoretama,0,0.0,,,
9248,2022-04-22,TRÁFICO DE DROGAS,Depósito,Demócrito Rocha,Quixeramobim,0,7.0,,,
9249,2022-04-22,AMEAÇA - Art. 147/CPB; MARIA DA PENHA - Lei nº 11.340/2006,Planalto Caucaia,Planalto Ayrton Senna,Caucaia,0,0.0,,,
9250,2022-04-22,TRÁFICO DE DROGAS,Mangabeira,Parangaba,Eusébio,0,45.0,159.0,,
9251,2022-04-22,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Cachoeira,Cajazeiras,São Benedito,1,0.0,,,
9252,2022-04-22,NÃO DELITUOSO,"Centro, Lagoa do Mato",Lagoa Redonda,Itatira,0,0.0,,,
9253,2022-04-22,TRÁFICO DE DROGAS,Araçá,Cararu,Aurora,0,10.0,,,
9254,2022-04-23,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Cacimba do Povo,Cais Do Porto,Aracati,1,0.0,,,
9255,2022-04-23,VEÍCULO LOCALIZADO,Mangueiral,Manuel Dias Branco,Horizonte,0,0.0,,,
9256,2022-04-23,TRÁFICO DE DROGAS,Catumbela,Cambeba,Russas,0,0.46,406.0,,
9257,2022-04-23,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Vila Moura,Vila Peri,Iguatu,1,0.0,,,
9258,2022-04-23,MANDADO DE PRISÃO,Praça do Cristo,Praia Do Futuro I,Ipueiras,0,0.0,,,
9259,2022-04-23,APRESENTAÇÃO E APREENSÃO DE DROGAS,Bom Jardim,Bom Jardim,Fortaleza,0,112.0,,,
9260,2022-04-23,MANDADO DE PRISÃO,Tamarindo,Panamericano,Sobral,0,0.0,270.0,,
9261,2022-04-23,TRÁFICO DE DROGAS; POSSE ILEGAL DE MUNIÇÃO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Manga,Maraponga,Baturité,0,31.4,74.5,,
9262,2022-04-23,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Tamarindo,Panamericano,Sobral,1,1.0,64.7,,
9263,2022-04-23,ROUBO,Jardim Gonzaga,Jardim Guanabara,Juazeiro do Norte,0,0.0,162.0,,
9264,2022-04-23,LESÃO CORPORAL - Art. 129/CPB,Centro,Centro,Iguatu,0,0.0,,,
9265,2022-04-23,TRÁFICO DE DROGAS,Varjota,Varjota,Várzea Alegre,0,98.0,,,
9266,2022-04-23,RECEPTAÇÃO - Art. 180/CPB,Vila Xexéu,Vila Peri,Cascavel,0,0.0,,,
9267,2022-04-23,MANDADO DE PRISÃO,Barra do Ceará,Barra Do Ceará,Fortaleza,0,0.0,,,
9269,2022-04-23,TRÁFICO DE DROGAS,Bairro de Fátima,Praia De Iracema,Aracati,0,6.0,894.5,,
9271,2022-04-23,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Ancuri,Ancuri,Fortaleza,1,146.0,,,
9272,2022-04-23,TRÁFICO DE DROGAS,Zona Urbana,Alto Da Balança,Cascavel,0,0.01,147.0,,
9273,2022-04-24,OUTROS,Fátima,Fátima,Fortaleza,0,0.0,,,
9274,2022-04-24,MANDADO DE PRISÃO,Padre Palhano,Padre Andrade,Sobral,0,0.0,,,
9275,2022-04-24,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Zona Rural,Granja Portugal,Viçosa Do Ceará,0,2.5,,,
9276,2022-04-24,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Centro,Centro,Itaitinga,0,0.5,,,
9277,2022-04-24,MANDADO DE PRISÃO,Centro,Centro,Ipueiras,0,0.0,,,
9278,2022-04-24,MANDADO DE PRISÃO,Cachoeira,Cajazeiras,Granja,0,0.0,,,
9279,2022-04-24,PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Iguape,Itaperi,Aquiraz,1,0.0,,,
9280,2022-04-24,RECEPTAÇÃO - Art. 180/CPB,Seminário,Centro,Crato,0,0.0,,,
9281,2022-04-24,DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,Flores,Floresta,Iguatu,0,0.0,,,
9282,2022-04-24,VEÍCULO LOCALIZADO,Antônio Bezerra,Antônio Bezerra,Fortaleza,0,0.0,,,
9283,2022-04-24,VEÍCULO LOCALIZADO,Cajazeiras,Cajazeiras,Fortaleza,0,0.0,,,
9284,2022-04-24,OUTROS,Siqueira,Siqueira,Fortaleza,0,0.0,,,
9285,2022-04-24,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Santa Vitória,Parque Santa Maria,Aurora,1,0.0,,,
9286,2022-04-24,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; ORGANIZAÇÃO CRIMINOSA - Art. 2°/ Lei nº 12.850/2013; ,Tabuleiro do Cabreiro,Barra Do Ceará,Aracati,1,0.0,,,
9287,2022-04-24,TRÁFICO DE DROGAS,Parque São José,Parque Săo José,Fortaleza,0,66.0,10.0,,
9288,2022-04-24,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Praia Futuro,Praia Do Futuro I,Fortaleza,1,0.0,,,
9289,2022-04-24,MANDADO DE PRISÃO,Canecão,Parreão,Santana Do Acaraú,0,0.0,,,
9290,2022-04-24,AMEAÇA - Art. 147/CPB; DESACATO - Art. 331/CPB; OUTROS,São Pedro,São Gerardo,Camocim,0,0.0,,,
9291,2022-04-24,AMEAÇA - Art. 147/CPB,Zona Rural,Granja Portugal,Russas,0,0.0,,,
9292,2022-04-24,ROUBO,Passaré,Passaré,Fortaleza,1,0.0,,,
9295,2022-04-24,ROUBO; RECEPTAÇÃO - Art. 180/CPB,Palmeiral,Conjunto Palmeiras,Crato,0,0.0,,,
9296,2022-04-24,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Oiticica,Itaoca,Itarema,3,0.0,,,
9297,2022-04-25,APRESENTAÇÃO E APREENSÃO DE DROGAS,Maravilha,Maraponga,Quixeramobim,0,43.0,,,
9298,2022-04-25,APRESENTAÇÃO E APREENSÃO DE VEÍCULO; VEÍCULO LOCALIZADO,Barra do Ceará,Barra Do Ceará,Fortaleza,0,0.0,,,
9299,2022-04-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Aurora,1,0.0,,,
9301,2022-04-25,FURTO - Art. 155/CPB,Juazeiro,Cajazeiras,Jaguaruana,0,0.0,,,
9302,2022-04-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Cohab,Coaçu,Jaguaruana,5,0.0,,,
9303,2022-04-25,"PORTE DE ARMA DE FOGO COM NUMERAÇÃO RASPADA - Art.16, 1º, IV/Lei nº 10.826/2003",Bela Vista,Bela Vista,Fortaleza,1,0.0,,,
9304,2022-04-25,TRÁFICO DE DROGAS; MANDADO DE PRISÃO,Pajuçara,Parque Araxá,Maracanaú,0,80.0,1200.0,,
9306,2022-04-25,TRÁFICO DE DROGAS; POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Granja Lisboa,Granja Lisboa,Fortaleza,1,230.0,79.0,,
9307,2022-04-25,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS,Alto do Rosário,Cidade Dos Funcionários,Barbalha,1,42.0,,,
9308,2022-04-25,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APREENSÃO DE VEÍCULO,Mangueiral,Manuel Dias Branco,Horizonte,1,10.0,,,
9309,2022-04-25,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; RECEPTAÇÃO - Art. 180/CPB,Conjunto Palmeiras,Conjunto Palmeiras,Fortaleza,1,0.0,100.0,,
9310,2022-04-25,RECEPTAÇÃO - Art. 180/CPB; CORRUPÇÃO DE MENORES - Art. 244B/ECA; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Jari,Ancuri,Maracanaú,2,17.0,268.0,,
9312,2022-04-25,ROUBO,São João do Tauape,São João Do Tauape,Fortaleza,0,0.0,50.0,,
9314,2022-04-25,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Limoeiro do Norte,1,0.0,,,
9315,2022-04-25,MANDADO DE PRISÃO; RECEPTAÇÃO - Art. 180/CPB,Vamos Ver,Vila Peri,Ipueiras,0,0.0,,,
9316,2022-04-26,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Barrocão,Barroso,Itaitinga,1,45.0,,,
9317,2022-04-26,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; RECEPTAÇÃO - Art. 180/CPB,Álvaro Weyne,Álvaro Weyne,Fortaleza,1,0.0,,,
9318,2022-04-26,APRESENTAÇÃO E APREENSÃO DE DROGAS,Araturi,Cararu,Caucaia,0,39.0,,,
9319,2022-04-26,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Barra do Ceará,Barra Do Ceará,Fortaleza,0,105.0,,,
9320,2022-04-26,TRÁFICO DE DROGAS,Vila Neuma,Vila Velha,Iguatú,0,0.0,105.0,,
9321,2022-04-26,TRÁFICO DE DROGAS,Jangurussu,Jangurussu,Fortaleza,0,66.0,5.0,,
9322,2022-04-26,TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Guaraciaba do Norte,0,6.0,7.7,,
9323,2022-04-26,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Sítio Onofre,Dionísio Torres,Beberibe,1,4.0,383.0,,
9326,2022-04-26,TRÁFICO DE DROGAS,Alto Torre,Dionísio Torres,Tamboril,0,87.0,87.0,,
9327,2022-04-26,VEÍCULO LOCALIZADO,Sumaré,Passaré,Sobral,0,0.0,986.0,,
9329,2022-04-26,APRESENTAÇÃO E APREENSÃO DE DROGAS,Itambé,Pirambu,Caucaia,0,75.0,,,
