Controle,Data,Natureza,BairroOcor,bairro_norm,CidadeOcor,total_armas_cache,total_drogas_cache,Dinheiro_Apreendido,lat_ibge,long_ibge
9330,2022-04-26,TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Beberibe,0,23.0,17.65,,
9331,2022-04-26,ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Laurão,Parreão,Tianguá,2,50.0,713.0,,
9332,2022-04-26,RECEPTAÇÃO - Art. 180/CPB; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Fgurna da Onça,Alto Da Balança,Maracanaú,1,0.0,,,
9333,2022-04-26,"ROUBO TENTADO - Art. 157 c/c Art. 14, II/CPB",Sabiaguaba,Sabiaguaba,Fortaleza,1,0.0,,,
9334,2022-04-26,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Bom Jardim,Bom Jardim,Fortaleza,1,0.0,,,
9335,2022-04-26,TRÁFICO DE DROGAS,Papicu,Papicu,Fortaleza,0,2.5,120.0,,
9336,2022-04-26,RECEPTAÇÃO - Art. 180/CPB,Muriti,Mucuripe,Crato,0,0.0,,,
9337,2022-04-26,MANDADO DE PRISÃO,Mmacapá,Aracapé,Beberibe,0,0.0,,,
9340,2022-04-26,RECEPTAÇÃO - Art. 180/CPB; ROUBO,Centro,Centro,Sobral,0,0.0,82.0,,
9341,2022-04-26,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006; INTERVENÇÃO POLICIAL NÃO LETAL,Zona Rural,Granja Portugal,Baturité,4,39.4,285.0,,
9342,2022-04-26,ROUBO,Zona Rural,Granja Portugal,Acopiara,0,0.0,,,
9343,2022-04-26,TRÁFICO DE DROGAS,Parque Santana,Parque Santa Rosa,Fortaleza,0,256.0,,,
9344,2022-04-26,VEÍCULO LOCALIZADO,Araturi,Cararu,Caucaia,0,0.0,,,
9345,2022-04-26,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; APRESENTAÇÃO E APREENSÃO DE VEÍCULO; RECEPTAÇÃO - Art. 180/CPB,Pereiros,Pedras,Ipú,2,0.0,,,
9346,2022-04-26,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Vila União,Vila Uniăo,Fortaleza,1,3810.0,25.0,,
9348,2022-04-26,OUTROS,Zona Rural,Granja Portugal,Cascavel,0,0.0,,,
9349,2022-04-27,MANDADO DE PRISÃO,Padre Júlio Maria,Parque Santa Maria,Caucaia,0,0.0,,,
9350,2022-04-27,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Tabajara,Cajazeiras,Aracati,1,0.0,7.0,,
9351,2022-04-27,VEÍCULO LOCALIZADO,Luciano Cavalcante,Engenheiro Luciano Cavalcante,Fortaleza,0,0.0,,,
9352,2022-04-27,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,José Walter,Prefeito José Walter,Fortaleza,0,4.4,,,
9353,2022-04-27,RECEPTAÇÃO - Art. 180/CPB,Escondido,Edson Queiroz,Ipu,0,0.0,,,
9354,2022-04-27,ROUBO,Zona Rural,Granja Portugal,Pedra Branca,0,0.0,,,
9355,2022-04-27,RECEPTAÇÃO - Art. 180/CPB,Zona Rural,Granja Portugal,Guaraciaba do Norte,0,0.0,,,
9356,2022-04-27,ROUBO; APRESENTAÇÃO E APREENSÃO DE VEÍCULO,Zona Rural,Granja Portugal,Crateús,0,0.0,,,
9358,2022-04-27,TRÁFICO DE DROGAS,Cacimbão dos Tabosas,Cais Do Porto,Paraipaba,0,333.0,225.0,,
9359,2022-04-27,APRESENTAÇÃO E APREENSÃO DE DROGAS,Mondubim,Mondubim,Fortaleza,0,30.0,99.8,,
9361,2022-04-27,VEÍCULO CLONADO,Iara,Cararu,Aurora,0,0.0,,,
9362,2022-04-27,VEÍCULO LOCALIZADO,Farias Brito,Farias Brito,Fortaleza,0,0.0,,,
9363,2022-04-27,FURTO - Art. 155/CPB,Bairro de Fátima,Praia De Iracema,Fortaleza,0,0.0,,,
9364,2022-04-27,MANDADO DE PRISÃO,Zona Rural,Granja Portugal,Cascavel,0,0.0,,,
9365,2022-04-27,DIREÇÃO PERIGOSA - Art.175/CTB,Areias,Cajazeiras,Iguatu,0,0.0,,,
9366,2022-04-27,ADULTERAÇÃO DE VEÍCULO - Art. 311/CPB,Arraial da Serra,Praia De Iracema,Ipueiras,0,0.0,,,
9368,2022-04-27,TRÁFICO DE DROGAS,Parquelândia,Parquelândia,Fortaleza,0,0.02,48.0,,
9370,2022-04-27,TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Trairi,0,125.01,10.0,,
9372,2022-04-28,VEÍCULO LOCALIZADO,Metrópole,Meireles,Caucaia,0,0.0,,,
9373,2022-04-28,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Padre Palhano,Padre Andrade,Sobral,0,29.0,24.35,,
9374,2022-04-28,MANDADO DE PRISÃO,Ponte Nova,Monte Castelo,Boa Viagem,0,0.0,,,
9375,2022-04-28,OUTROS,Serrinha,Serrinha,Fortaleza,0,0.0,,,
9376,2022-04-28,VEÍCULO LOCALIZADO,Padre Palhano,Padre Andrade,Sobral,0,0.0,,,
9377,2022-04-28,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Bom Jardim,Bom Jardim,Tamboril,1,0.0,,,
9378,2022-04-28,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Barro Branco,Barroso,Crato,1,0.0,,,
9379,2022-04-28,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Santana do Acaraú,Barra Do Ceará,Santana do Acaraú,1,0.0,,,
9380,2022-04-28,RECEPTAÇÃO - Art. 180/CPB,São Vicente,São Bento,Santana Do Acaraú,0,0.0,,,
9381,2022-04-28,VEÍCULO LOCALIZADO,Parque Manibura,Parque Manibura,Fortaleza,0,0.0,,,
9382,2022-04-28,TRÁFICO DE DROGAS,Camocim,Cocó,Camocim,0,1.5,185.0,,
9383,2022-04-28,TRÁFICO DE DROGAS,Farias Brito,Farias Brito,Fortaleza,0,1.0,25.0,,
9384,2022-04-28,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Centro,Centro,Crateús,0,3.6,32.0,,
9385,2022-04-28,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Dom Expedito,Dom Lustosa,Sobral,1,103.0,,,
9386,2022-04-28,TRÁFICO DE DROGAS,CJ Nova Esperança,Conjunto Esperança,Paracuru,0,33.0,423.0,,
9387,2022-04-28,ROUBO; CORRUPÇÃO DE MENORES - Art. 244B/ECA; CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Centro,Centro,Cascavel,0,0.02,57.5,,
9388,2022-04-28,"TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB",Aeroporto,Aeroporto,Tianguá,1,0.0,,,
9389,2022-04-28,TRÁFICO DE DROGAS,Barra do Ceará,Barra Do Ceará,Fortaleza,0,12.8,54.0,,
9390,2022-04-28,AMEAÇA - Art. 147/CPB; DANO - Art. 163/CPB,Centro,Centro,Sobral,0,0.0,,,
9391,2022-04-28,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; RECEPTAÇÃO - Art. 180/CPB; CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Serra De Cajuais,Barra Do Ceará,Icapuí,1,27.0,46.0,,
9392,2022-04-28,ROUBO,Benfica,Benfica,Fortaleza,0,0.0,,,
9393,2022-04-29,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Centro,Centro,Acarape,1,0.0,,,
9394,2022-04-29,VEÍCULO LOCALIZADO,Carlito Pamplona,Carlito Pamplona,Fortaleza,0,0.0,,,
9397,2022-04-29,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS,Dom Timóteo,Dom Lustosa,Tianguá,1,9.1,,,
9398,2022-04-29,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Santana do Acaraú,1,0.0,,,
9399,2022-04-29,MANDADO DE PRISÃO,São José,Parque Săo José,Ipueiras,0,0.0,,,
9401,2022-04-29,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Campo de Aviação,Alto Da Balança,Acaraú,0,50.12,10.0,,
9402,2022-04-29,TRÁFICO DE DROGAS,Lagoa do Toco,Lagoa Redonda,Russas,0,42.0,,,
9403,2022-04-29,TRÁFICO DE DROGAS,Padre Júlio Maria,Parque Santa Maria,Caucaia,0,6.5,,,
9404,2022-04-29,APRESENTAÇÃO E APREENSÃO DE DROGAS; ABANDONO DE MATERIAL,Jangurussu,Jangurussu,Fortaleza,0,34.0,,,
9405,2022-04-29,VEÍCULO LOCALIZADO,Barroso I,Barroso,Fortaleza,0,0.0,,,
9406,2022-04-29,POSSE DE DROGA PARA CONSUMO - Art. 28/ Lei nº 11.343/2006; CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Campo Velho,Vila Velha,Quixadá,0,0.1,,,
9407,2022-04-29,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Centro,Centro,Morada Nova,2,0.0,,,
9409,2022-04-29,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Corrente,Centro,São Benedito,1,0.0,,,
9410,2022-04-29,VEÍCULO LOCALIZADO,Vila União,Vila Uniăo,Sobral,0,0.0,,,
9411,2022-04-29,APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO; APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Centro,Centro,Itarema,0,0.0,,,
9413,2022-04-29,MARIA DA PENHA - Lei nº 11.340/2006,São José,Parque Săo José,Viçosa do Ceará,0,0.0,,,
9414,2022-04-30,VEÍCULO LOCALIZADO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
9415,2022-04-30,OUTROS,Estrela,Meireles,Barbalha,0,0.0,,,
9416,2022-04-30,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Pires Ferreira,2,0.0,,,
9417,2022-04-30,VEÍCULO LOCALIZADO,Quintino Cunha,Quintino Cunha,Fortaleza,0,0.0,,,
9418,2022-04-30,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Granja Portugal,Granja Portugal,Fortaleza,1,0.0,,,
9419,2022-04-30,APRESENTAÇÃO E APREENSÃO DE DROGAS,Barrocão,Barroso,Itaitinga,0,42.0,,,
9420,2022-04-30,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006; DESOBEDIÊNCIA - Art. 330/CPB,Cidade Nova,Cidade 2000,São Benedito,0,0.5,,,
9422,2022-04-30,RECEPTAÇÃO - Art. 180/CPB; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Centro,Centro,Cascavel,0,0.0,,,
9423,2022-04-30,VEÍCULO LOCALIZADO,Jardim Iracema,Jardim Iracema,Fortaleza,0,0.0,,,
9424,2022-04-30,TRÁFICO DE DROGAS,São Francisco,São Gerardo,Camocim,0,8.9,,,
9425,2022-04-30,VEÍCULO LOCALIZADO,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
9426,2022-04-30,TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Jaguaruana,0,19.0,404.5,,
9427,2022-04-30,DESACATO - Art. 331/CPB,Centro,Centro,Russas,0,0.0,,,
9429,2022-04-30,TRÁFICO DE DROGAS; MANDADO DE PRISÃO,Seminário,Centro,Crato,0,0.8,483.0,,
9430,2022-04-30,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Centro,Centro,Quixadá,0,3.4,,,
9431,2022-04-30,VEÍCULO LOCALIZADO,Conjunto Palmeiras,Conjunto Palmeiras,Fortaleza,0,0.0,,,
9435,2022-04-30,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Prainha,Paupina,Aquiraz,1,0.0,,,
9436,2022-05-01,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006; CORRUPÇÃO DE MENORES - Art. 244B/ECA,Arianopólis,Panamericano,Caucaia,1,0.1,50.0,,
9438,2022-05-01,MANDADO DE PRISÃO,Sabiaguaba,Sabiaguaba,Fortaleza,0,0.0,,,
9439,2022-05-01,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Serrinha,Serrinha,Fortaleza,0,19.2,276.15,,
9440,2022-05-01,APRESENTAÇÃO E APREENSÃO DE DROGAS,Álvaro Weyne,Álvaro Weyne,Fortaleza,0,17.0,60.85,,
9441,2022-05-01,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Álvaro Weyne,Álvaro Weyne,Fortaleza,0,1.0,,,
9442,2022-05-01,TRÁFICO DE DROGAS,Pedregal,Pedras,Aracati,0,20.0,1722.0,,
9443,2022-05-01,APRESENTAÇÃO E APREENSÃO DE MUNIÇÃO,Zona Rural,Granja Portugal,Icapuí,0,0.0,,,
9444,2022-05-01,VEÍCULO LOCALIZADO,Damas,Damas,Fortaleza,0,0.0,,,
9446,2022-05-01,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Camocim,1,0.0,,,
9448,2022-05-01,TRÁFICO DE DROGAS,Granja Lisboa,Granja Lisboa,Fortaleza,0,62.0,,,
9449,2022-05-01,EMBRIAGUEZ AO VOLANTE - Art. 306/CTB,Fazendinha,Aerolândia,Itapipoca,0,0.0,,,
9450,2022-05-01,TRÁFICO DE DROGAS,Campos Velhos,Vila Velha,Sobral,0,85.0,100.0,,
9451,2022-05-01,LESÃO CORPORAL - Art. 129/CPB; MARIA DA PENHA - Lei nº 11.340/2006,Maloca,Itaoca,Aracati,0,0.0,,,
9452,2022-05-01,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Pedra Branca,1,0.0,,,
9453,2022-05-01,AMEAÇA - Art. 147/CPB; MARIA DA PENHA - Lei nº 11.340/2006; CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Centro,Centro,Orós,0,1.0,,,
9454,2022-05-01,"ROUBO TENTADO - Art. 157 c/c Art. 14, II/CPB",Parque Potira,Parque Iracema,Caucaia,0,0.0,,,
9456,2022-05-02,LESÃO CORPORAL - Art. 129/CPB,Cruzeiro,Centro,Camocim,0,0.0,,,
9458,2022-05-02,RECEPTAÇÃO - Art. 180/CPB,Cidade Nova,Cidade 2000,Tauá,0,0.0,,,
9459,2022-05-02,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006; ,Horto,Aeroporto,Maracanaú,0,0.0,,,
9460,2022-05-02,APRESENTAÇÃO E APREENSÃO DE DROGAS; APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Siqueira,Siqueira,Fortaleza,1,60.0,,,
9461,2022-05-02,CONSUMO DE ENTORPECENTES - Art. 28/Lei nº 11.343/2006,Planalto Universitário,Planalto Ayrton Senna,Quixadá,0,0.0,,,
9462,2022-05-02,NÃO DELITUOSO,Vila União,Vila Uniăo,Fortaleza,1,0.0,,,
9463,2022-05-02,APRESENTAÇÃO E APRRENSÃO DE OBJETOS,Bom Jardim,Bom Jardim,Fortaleza,0,0.0,,,
9464,2022-05-02,RECEPTAÇÃO - Art. 180/CPB,Aldeota,Aldeota,Tauá,0,0.0,,,
9465,2022-05-02,RECEPTAÇÃO - Art. 180/CPB,Sítio Anofre,Dionísio Torres,Beberibe,0,0.0,,,
9466,2022-05-02,ROUBO,Santa Maria,Parque Santa Maria,Fortaleza,0,0.0,,,
9467,2022-05-02,TRÁFICO DE DROGAS; PORTE ILEGAL DE ARMA DE FOGO DE USO RESTRITO - Art. 16/Lei nº 10.826/2003,Trairuçu,Cararu,Aquiraz,4,555.0,200.0,,
9468,2022-05-02,ROUBO,Henrique Jorge,Henrique Jorge,Fortaleza,0,0.0,,,
9469,2022-05-02,ROUBO; APRESENTAÇÃO E APRRENSÃO DE OBJETOS; PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Lagoa Vermelha,Vila Velha,Jaguaruana,1,0.0,37101.0,,
9470,2022-05-03,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Alto da Tieta,Alto Da Balança,Groaíras,1,0.0,,,
9471,2022-05-03,VEÍCULO LOCALIZADO,Zona Rural,Granja Portugal,Cascavel,0,0.0,,,
9472,2022-05-03,FURTO - Art. 155/CPB,Centro,Centro,Nova Russas,0,0.0,,,
9473,2022-05-03,ROUBO,José Bonifácio,José Bonifácio,Fortaleza,0,0.0,,,
9474,2022-05-03,MANDADO DE PRISÃO,Granja Lisboa,Granja Lisboa,Fortaleza,0,0.0,,,
9475,2022-05-03,ROUBO,Araçá,Cararu,Aurora,0,0.0,,,
9476,2022-05-03,OUTROS,Zona Rural,Granja Portugal,Piquet Carneiro,0,0.0,,,
9478,2022-05-03,MANDADO DE PRISÃO,Granja Portugal,Granja Portugal,Fortaleza,0,0.0,,,
9479,2022-05-03,RECEPTAÇÃO - Art. 180/CPB,Centro,Centro,Viçosa do Ceará,0,0.0,,,
9482,2022-05-03,ROUBO,Álvaro Weyne,Álvaro Weyne,Fortaleza,0,0.0,288.0,,
9484,2022-05-03,FURTO - Art. 155/CPB; VEÍCULO LOCALIZADO,Sobral,Moura Brasil,Sobral,0,0.0,,,
9485,2022-05-03,FURTO - Art. 155/CPB,Centro,Centro,Ubajara,0,0.0,,,
9486,2022-05-04,MANDADO DE PRISÃO,Tamarindo,Panamericano,Sobral,0,0.0,,,
9487,2022-05-04,ROUBO, Genibaú,Genibaú,Fortaleza,0,0.0,,,
9488,2022-05-04,MARIA DA PENHA - Lei nº 11.340/2006; RESISTÊNCIA - Art. 329/CPB; DESACATO - Art. 331/CPB,Cidade Alta,Cidade 2000,São Benedito,0,0.0,,,
9489,2022-05-04,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Pires Ferreira,1,0.0,,,
9491,2022-05-04,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Zona Rural,Granja Portugal,Viçosa do Ceará,1,0.0,,,
9492,2022-05-04,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Bom Jardim,Bom Jardim,Fortaleza,1,0.0,,,
9493,2022-05-04,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Crateús,1,0.0,,,
9494,2022-05-04,FALSA IDENTIDADE - Art. 307/CPB; MANDADO DE PRISÃO; ROUBO,Zona Rural,Granja Portugal,Ipú,0,0.0,1015.0,,
9495,2022-05-04,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Prainha,Paupina,Aquiraz,1,0.0,,,
9496,2022-05-04,TRÁFICO DE DROGAS; MANDADO DE PRISÃO,Piau,Pirambu,Aquiraz,0,100.0,15.0,,
9497,2022-05-04,VEÍCULO LOCALIZADO,Ipueirinhas,Siqueira,Santana do Acaraú,0,0.0,,,
9498,2022-05-04,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Sapiranga,Sapiranga / Coité,Fortaleza,0,0.0,,,
9499,2022-05-04,TRÁFICO DE DROGAS,Potira,Pirambu,Caucaia,0,22.0,339.0,,
9500,2022-05-04,TRÁFICO DE DROGAS; ,Palestina,Paupina,Canindé,0,6.0,,,
9501,2022-05-04,TRÁFICO DE DROGAS; MANDADO DE PRISÃO,Novo Tamboril,Novo Mondubim,Tamboril,0,188.34,,,
9502,2022-05-04,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Ipaguaçu Mirin,Panamericano,Massapê,1,0.0,,,
9503,2022-05-04,PORTE ILEGAL DE ARMA BRANCA - Art. 19/Lei nº 3.688/1941; CRIME AMBIENTAL - Lei nº 9.695/1998; MARIA DA PENHA - Lei nº 11.340/2006; LESÃO CORPORAL - Art. 129/CPB,Capeba,Cambeba,Ubajara,0,0.0,,,
9504,2022-05-04,VEÍCULO LOCALIZADO,Sumaré,Passaré,Sobral,0,0.0,,,
9505,2022-05-04,"ROUBO TENTADO - Art. 157 c/c Art. 14, II/CPB",Parquelândia,Parquelândia,Fortaleza,1,0.0,90.0,,
9506,2022-05-04,VEÍCULO LOCALIZADO,Centro,Centro,Acopiara,0,0.0,,,
9507,2022-05-04,RECEPTAÇÃO - Art. 180/CPB; DIREÇÃO PERIGOSA - Art.175/CTB,Conjunto Palmeiras,Conjunto Palmeiras,Fortaleza,0,0.0,,,
9508,2022-05-04,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Santa Tereza,Parque Santa Rosa,Juazeiro do Norte,1,0.0,,,
9511,2022-05-05,TRÁFICO DE DROGAS; DESACATO - Art. 331/CPB,Pirambu,Pirambu,Fortaleza,0,7.5,8.0,,
9512,2022-05-05,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Centro,Centro,Itarema,0,25.0,96.0,,
9514,2022-05-05,TRÁFICO DE DROGAS; RECEPTAÇÃO - Art. 180/CPB,Barro Branco,Barroso,Barbalha,0,87.0,1195.0,,
9515,2022-05-05,DIRIGIR VEÍCULO AUTOMOTOR SEM HABILITAÇÃO - Art. 309/CTB,Centro,Centro,Itapajé,0,0.0,,,
9516,2022-05-05,RECEPTAÇÃO - Art. 180/CPB,Zona Rural,Granja Portugal,Sobral,0,0.0,,,
9517,2022-05-05,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Pedra Branca,1,0.0,,,
9518,2022-05-05,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zacarias Gonçalves,Jardim Das Oliveiras,Crato,1,0.0,,,
9520,2022-05-05,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003,Zona Rural,Granja Portugal,Marco,1,0.0,,,
9521,2022-05-05,MANDADO DE PRISÃO,Padre Geraldo,Padre Andrade,Pedra Branca,0,0.0,,,
9522,2022-05-05,TRÁFICO DE DROGAS,Francisca do Socorro,Cais Do Porto,Milagres,0,0.5,500.0,,
9523,2022-05-05,TRÁFICO DE DROGAS,Zona Rural,Granja Portugal,Quiterianópolis,0,2.0,3642.0,,
9524,2022-05-05,TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Santa Rita,Parque Santa Maria,Independência,0,1.2,10.0,,
9525,2022-05-05,PORTE ILEGAL DE ARMA BRANCA - Art. 19/Lei nº 3.688/1941,Centro,Centro,Crato,0,0.0,,,
9526,2022-05-05,VEÍCULO LOCALIZADO,Aldeota,Aldeota,Fortaleza,0,0.0,,,
9527,2022-05-05,"FURTO - Art. 155/CPB; TENTATIVA DE HOMICIDIO - Art. 121 c/c Art. 14, II/CPB; APRESENTAÇÃO E APRRENSÃO DE OBJETOS",Zona Urbana,Alto Da Balança,Jaguaribe,0,0.0,,,
9528,2022-05-05,TRÁFICO DE DROGAS,Bom Jardim,Bom Jardim,Fortaleza,0,4.5,175.0,,
9529,2022-05-05,TRÁFICO DE DROGAS,José Alencar,José De Alencar,Fortaleza,0,104.0,,,
9530,2022-05-05,TRÁFICO DE DROGAS,São Francisco,São Gerardo,Camocim,0,310.0,440.0,,
9531,2022-05-05,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Independência,2,0.0,,,
9532,2022-05-05,MANDADO DE PRISÃO,Guabiraba,Sabiaguaba,Maranguape,0,0.0,,,
9533,2022-05-05,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO; TRÁFICO DE DROGAS; DESACATO - Art. 331/CPB; RESISTÊNCIA - Art. 329/CPB,Matadouro,Praia Do Futuro I,Tianguá,2,181.0,424.5,,
9534,2022-05-05,TRÁFICO DE DROGAS,João Alfredo,São Gerardo,Santana do Acaraú,0,11.0,,,
9535,2022-05-05,ROUBO; MANDADO DE PRISÃO; LESÃO CORPORAL - Art. 129/CPB; RESISTÊNCIA - Art. 329/CPB,Centro,Centro,Irauçuba,0,0.0,660.0,,
9536,2022-05-05,POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO - Art. 12/Lei nº 10.826/2003; TRÁFICO DE DROGAS; ASSOCIAÇÃO AO TRÁFICO DE DROGAS - Art. 35/Lei nº 11.343/2006,Pedreiras,Pedras,Varjota,1,34.0,144.0,,
9537,2022-05-06,VEÍCULO LOCALIZADO,Aeroporto,Aeroporto,Tianguá,0,0.0,,,
9538,2022-05-06,VEÍCULO LOCALIZADO,João XXIII,João Xxiii,Fortaleza,0,0.0,,,
9539,2022-05-06,MANDADO DE PRISÃO,Centro,Centro,Camocim,0,0.0,,,
9540,2022-05-06,TRÁFICO DE DROGAS,Itaperi,Itaperi,Fortaleza,0,2.0,265.65,,
9541,2022-05-06,HOMICÍDIO - Art. 121/CPB,Centro,Centro,São Benedito,0,0.0,,,
9542,2022-05-06,TRÁFICO DE DROGAS,Área Verde,Padre Andrade,Maranguape,0,0.0,25.0,,
9544,2022-05-06,FURTO - Art. 155/CPB; VEÍCULO LOCALIZADO,Sertaozinho,Serrinha,Crato,0,0.0,,,
9545,2022-05-06,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO; APRESENTAÇÃO E APREENSÃO DE DROGAS,Barra do Ceará,Barra Do Ceará,Fortaleza,1,3.7,,,
9546,2022-05-06,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Bela Cruz,1,0.0,,,
9547,2022-05-06,RECEPTAÇÃO - Art. 180/CPB,Morro Branco,Moura Brasil,Beberibe,0,0.0,,,
9549,2022-05-09,VEÍCULO LOCALIZADO,Cidade de Deus,Cidade Dos Funcionários,Forquilha,0,0.0,,,
9550,2022-05-09,VEÍCULO LOCALIZADO,Barra do Ceará,Barra Do Ceará,Fortaleza,0,0.0,,,
9551,2022-05-09,APRESENTAÇÃO E APREENSÃO DE DROGAS,Mondubim,Mondubim,Fortaleza,0,14.0,,,
9552,2022-05-09,MANDADO DE PRISÃO,Vila São Rafael,Vila Velha,Aracati,0,0.0,,,
9553,2022-05-09,TRÁFICO DE DROGAS,Planalto Ayrton Senna,Planalto Ayrton Senna,Fortaleza,0,30.0,243.0,,
9554,2022-05-09,MARIA DA PENHA - Lei nº 11.340/2006,Alto Alegre,Alto Da Balança,Forquilha,0,0.0,,,
9555,2022-05-06,APRESENTAÇÃO E APREENSÃO DE ARMA DE FOGO,Zona Rural,Granja Portugal,Bela Cruz,1,0.0,,,
9556,2022-05-06,MANDADO DE PRISÃO,Campo de Aviação,Alto Da Balança,Granja,0,0.0,,,
9558,2022-05-06,PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO,Papicu,Papicu,Fortaleza,1,0.0,,,
