cidade,bairro,rua,cvli_count
AMONTADA,DESCONHECIDO,RUA JOÃO TOME DE CASTRO,1
MARANGUAPE,DESCONHECIDO,AVENIDA JOSÉ SIMÃO DE ABREU,1
MARANGUAPE,DESCONHECIDO,AVENIDA MANUEL HONÓRIO DE ABREU,1
MARANGUAPE,DESCONHECIDO,AVENIDA MARIA EFIGÊNIA CAMPOS TÉLES,1
MARANGUAPE,DESCONHECIDO,AVENIDA NOSSA SENHORA DO CARMO,1
AMONTADA,DESCONHECIDO,RUA LAGOA VERDE,1
MARANGUAPE,DESCONHECIDO,BECO 100 NOÇÃO,1
MARANGUAPE,DESCONHECIDO,BECO DAS ALMAS,1
AMONTADA,DESCONHECIDO,RUA LUÍS ALVES PARENTE,1
MARANGUAPE,DESCONHECIDO,CE-354,1
AMONTADA,DESCONHECIDO,RUA MANOEL MARTINS FILHO,1
MARANGUAPE,DESCONHECIDO,ESTRADA DO CEDRO,1
MARANGUAPE,DESCONHECIDO,ESTRADA GAVIÃO,1
MARANGUAPE,DESCONHECIDO,ESTRADA ITAPEBUSSU RATO,1
MARANGUAPE,DESCONHECIDO,ESTRADA POCINHO - MANOEL GUEDES,1
MARANGUAPE,DESCONHECIDO,ESTRADA RIACHO DA PALHA,1
AMONTADA,DESCONHECIDO,RUA OTACIANA LIMA DOS SANTOS,1
MARANGUAPE,DESCONHECIDO,ESTRADA UMARIZEIRAS LAGES,1
AMONTADA,DESCONHECIDO,RUA PROFESSOR JOÃO MANOEL PEREIRA,1
MARANGUAPE,DESCONHECIDO,POVOADO TRAPIÁ,1
MARANGUAPE,DESCONHECIDO,PRAÇA CAPISTRANO DE ABREU,1
MARANGUAPE,DESCONHECIDO,R. TEIXEIRA DE SOUSA,1
AMONTADA,DESCONHECIDO,RUA RAIMUNDO JOSÉ NONATO,1
MARANGUAPE,DESCONHECIDO,RODOVIA CARLOS JEREISSATI,1
MARANGUAPE,DESCONHECIDO,RODOVIA CE SESSENTA CINCO,1
MARANGUAPE,DESCONHECIDO,RODOVIA MIGUEL FERNANDES,1
MARANGUAPE,DESCONHECIDO,RODOVIA SENADOR ALMIR PINTO,1
AMONTADA,DESCONHECIDO,RUA RICÓ - ENGENHEIRO JEAN CLAUDE FRANÇOIS RICCOBONI,1
MARANGUAPE,DESCONHECIDO,RUA AGOSTINHO FERNANDES,1
MARANGUAPE,DESCONHECIDO,RUA ALBERTO LOPES,1
MARANGUAPE,DESCONHECIDO,RUA ALZIRA SAMPAIO,1
AMONTADA,DESCONHECIDO,RUA SARGENTO HÉLIO,1
MARANGUAPE,DESCONHECIDO,RUA ANTÔNIO GOMES BESSA,1
MARANGUAPE,DESCONHECIDO,RUA ANTÔNIO MARQUES DE ABREU,1
MARANGUAPE,DESCONHECIDO,RUA CAETANO RODRIGUES,1
MARANGUAPE,DESCONHECIDO,RUA CAPITÃO JEOVÁ COLARES,1
AMONTADA,DESCONHECIDO,RUA VEREADOR JONAS PEREIRA AZEVEDO,1
APUIARÉS,APUIARES,VILA MIGUEL,1
APUIARÉS,DESCONHECIDO,CE-341,1
MARANGUAPE,DESCONHECIDO,RUA CHICÓ AMADOR,1
MARANGUAPE,DESCONHECIDO,RUA CHICÓ ANÍSIO,1
MARANGUAPE,DESCONHECIDO,RUA CORONEL AFRO CAMPOS,1
MARANGUAPE,DESCONHECIDO,RUA CORONEL ANTÔNIO BOTELHO,1
MARANGUAPE,DESCONHECIDO,RUA CORONEL MANUEL PAULA,1
APUIARÉS,DESCONHECIDO,ESTRADA APUIARES MOREIRA,1
APUIARÉS,DESCONHECIDO,ESTRADA CAETANO APUIARES,1
APUIARÉS,DESCONHECIDO,ESTRADA CARRAPATO APUIARES,1
MARANGUAPE,DESCONHECIDO,RUA DOUTOR ARGEU BRAGA HERBSTER,1
MARANGUAPE,DESCONHECIDO,RUA ENÓI DE ABREU BRAGA,1
MARANGUAPE,DESCONHECIDO,RUA ESTRADA DO PAPARA,1
MARANGUAPE,DESCONHECIDO,RUA ESTRADA LAGES BOA VISTA,1
MARANGUAPE,DESCONHECIDO,RUA FLÔR DA ACÁCIA,1
MARANGUAPE,DESCONHECIDO,RUA FLÔR MARGARIDA,1
MARANGUAPE,DESCONHECIDO,RUA FLÔR PRIMAVERA,1
APUIARÉS,DESCONHECIDO,ESTRADA MONTE ÁLVERNE,1
MARANGUAPE,DESCONHECIDO,RUA FRANCISCO ANTÔNIO DE LIMA,1
MARANGUAPE,DESCONHECIDO,RUA FRANCISCO CALVALCANTE,1
APUIARÉS,DESCONHECIDO,ESTRADA PARÁ TABULEIRO,1
APUIARÉS,DESCONHECIDO,ESTRADA SABONETE,1
MARANGUAPE,DESCONHECIDO,RUA GERVÁSIO COLARES,1
APUIARÉS,DESCONHECIDO,POVOADO BOA VISTA,1
APUIARÉS,DESCONHECIDO,RUA FREDERICO FERREIRA PONTES,1
MARANGUAPE,DESCONHECIDO,RUA GUIOMAR CÂMARA,1
MARANGUAPE,DESCONHECIDO,RUA HENRIQUE CHAVES,1
APUIARÉS,DESCONHECIDO,RUA MANOEL SOARES GUIMARÃES,1
APUIARÉS,DESCONHECIDO,RUA P,1
MARANGUAPE,DESCONHECIDO,RUA JOSÉ DE SOUSA ALBUQUERQUE,1
APUIARÉS,DESCONHECIDO,RUA PROFESSORA ZILDA DOURADO,1
MARANGUAPE,DESCONHECIDO,RUA JOSÉ PEREIRA FILHO,1
MARANGUAPE,DESCONHECIDO,RUA JOSÉ PINHEIRO,1
MARANGUAPE,DESCONHECIDO,RUA JOSÉ SIMÃO DE ABREU,1
MARANGUAPE,DESCONHECIDO,RUA JOÃO ALBANO DA COSTA,1
MARANGUAPE,DESCONHECIDO,RUA JOÃO BARBOSA,1
MARANGUAPE,DESCONHECIDO,RUA JOÃO BIRO,1
AQUIRAZ,AQUIRAZ,RUA BOM JESUS DO JENIPAPEIRO,1
MARANGUAPE,DESCONHECIDO,RUA JOÃO HOLANDA,1
AQUIRAZ,AQUIRAZ,RUA PINGO DE OURO,1
AQUIRAZ,DESCONHECIDO,AVENIDA AIRTON SENNA,1
MARANGUAPE,DESCONHECIDO,RUA JOÃO UCHOA,1
MARANGUAPE,DESCONHECIDO,RUA JUDITE RAMOS,1
AQUIRAZ,DESCONHECIDO,AVENIDA BONITO,1
MARANGUAPE,DESCONHECIDO,RUA LEÔNCIO LEITE DE SOUSA,1
MARANGUAPE,DESCONHECIDO,RUA LOTEAMENTO,1
MARANGUAPE,DESCONHECIDO,RUA MAJOR AGOSTINHO,1
MARANGUAPE,DESCONHECIDO,RUA MANOEL DUARTE MESQUITA,1
AQUIRAZ,DESCONHECIDO,AVENIDA JOSÉ NICODEMOS ASSUNÇÃO,1
MARANGUAPE,DESCONHECIDO,RUA MANOEL QUEIRÓS DE OLIVEIRA,1
MARANGUAPE,DESCONHECIDO,RUA MARCOS LEITE,1
AQUIRAZ,DESCONHECIDO,AVENIDA MANOEL FELICIANO DE LIMA,1
MARANGUAPE,DESCONHECIDO,RUA MARIA ESTRELA,1
AQUIRAZ,DESCONHECIDO,AVENIDA NOSSA SENHORA DE LURDES,1
AQUIRAZ,DESCONHECIDO,AVENIDA RAIMUNDO PIRES CARDOSO,1
MARANGUAPE,DESCONHECIDO,RUA MARTINA REBOUCAS,1
MARANGUAPE,DESCONHECIDO,RUA MONTE VERDE,1
MARANGUAPE,DESCONHECIDO,RUA MUNDINHO CARLOS,1
MARANGUAPE,DESCONHECIDO,RUA NOVA JERUSALÉM,1
MARANGUAPE,DESCONHECIDO,RUA OLÍMPIO MIGUEL DOS SANTOS,1
MARANGUAPE,DESCONHECIDO,RUA OSÉIAS SILVA BRAGA,1
MARANGUAPE,DESCONHECIDO,RUA PASTOR JOÃO ANTUNES,1
AQUIRAZ,DESCONHECIDO,AVENIDA TORRES DE MELO,1
MARANGUAPE,DESCONHECIDO,RUA PEDRO DE ANDRADE,1
MARANGUAPE,DESCONHECIDO,RUA PEDRO PESSOA CÂMARA,1
MARANGUAPE,DESCONHECIDO,RUA RAIMUNDA XAVIER DE SOUSA,1
MARANGUAPE,DESCONHECIDO,RUA RAIMUNDO BONIFÁCIO DA SILVA,1
MARANGUAPE,DESCONHECIDO,RUA RAIMUNDO FIRMINO,1
MARANGUAPE,DESCONHECIDO,RUA RAIMUNDO HERBSTER,1
MARANGUAPE,DESCONHECIDO,RUA RAIMUNDO MARIANO,1
MARANGUAPE,DESCONHECIDO,RUA RATO DOS MACIEL,1
MARANGUAPE,DESCONHECIDO,RUA RIACHO VERDE,1
AQUIRAZ,DESCONHECIDO,BR-116,1
MARANGUAPE,DESCONHECIDO,RUA RUBENS CARVALHO,1
MARANGUAPE,DESCONHECIDO,RUA SILVA CAVALCANTE,1
MARANGUAPE,DESCONHECIDO,RUA TENENTE VALDEMAR PEREIRA,1
MARANGUAPE,DESCONHECIDO,RUA TREZE DE MAIO,1
AQUIRAZ,DESCONHECIDO,ESTRADA ALDEIA ENCANTADA,1
MARANGUAPE,DESCONHECIDO,RUA VALDEMAR MARQUES,1
AQUIRAZ,DESCONHECIDO,ESTRADA CACHOEIRA TAPUIO,1
MARANGUAPE,DESCONHECIDO,RUA WALTER LOPES,1
MARANGUAPE,DESCONHECIDO,RUA ÁLVARO CORREIA LIMA,1
MARANGUAPE,DESCONHECIDO,TRAVESSA ALTO DOS SANTOS REZES,1
MARANGUAPE,DESCONHECIDO,TRAVESSA BELEM,1
MARANGUAPE,DESCONHECIDO,TRAVESSA VALTER PIMENTA LÍRA,1
MARANGUAPE,DESCONHECIDO,TV JOÃO FERREIRA DE ALENCAR 2,1
MARANGUAPE,DESCONHECIDO,VIA ARTERIAL,1
MARANGUAPE,DESCONHECIDO,VILA BU,1
MARANGUAPE,DESCONHECIDO,VILA SÃO JOSÉ,1
MARANGUAPE,MARACANAU,RUA RAIMUNDO INÁCIO DA SILVA,1
MARANGUAPE,MARACANAU,RUA RAIMUNDO JUSTINI DE MORAIS,1
MARANGUAPE,MARACANAU,RUA RAIMUNDO PACHÊCO,1
AQUIRAZ,DESCONHECIDO,ESTRADA CAPONGA DA BERNADA,1
MARCO,DESCONHECIDO,BR-402;BR-403;CE-178,1
MARCO,DESCONHECIDO,ESTRADA BARRO VERMELHO,1
MARCO,DESCONHECIDO,ESTRADA CENORTE,1
MARCO,DESCONHECIDO,ESTRADA PANACUI REMANSO,1
MARCO,DESCONHECIDO,ESTRADA PARAÍSO,1
MARCO,DESCONHECIDO,ESTRADA SEM NOME,1
MARCO,DESCONHECIDO,RODOVIA ROTA TURISTICA SERRA DA IBIAPABA,1
MARCO,DESCONHECIDO,RUA ANTÔNIO MINERVINO VASCONCELOS,1
MARCO,DESCONHECIDO,RUA DA PAZ,1
AQUIRAZ,DESCONHECIDO,ESTRADA DO PICÃO,1
MARCO,DESCONHECIDO,RUA PARSIFAL BARROSO,1
MARCO,DESCONHECIDO,RUA PRESIDENTE MÉDICI,1
MARCO,DESCONHECIDO,RUA SANTA RITA,1
MARCO,DESCONHECIDO,RUA VINTE CINCO DE MARÇO,1
MARTINÓPOLE,DESCONHECIDO,ESTRADA LAGOA DO CURRAL,1
MARTINÓPOLE,DESCONHECIDO,RUA FORMEL CARNEIRO,1
MARTINÓPOLE,DESCONHECIDO,RUA JOÃO BATISTA,1
MARTINÓPOLE,DESCONHECIDO,RUA PADRE EUDES,1
MARTINÓPOLE,DESCONHECIDO,RUA PEDRO FEIJÓ,1
MARTINÓPOLE,DESCONHECIDO,RUA RUFINO PEREIRA,1
MARTINÓPOLE,DESCONHECIDO,RUA VICENTE LINHARES,1
AQUIRAZ,DESCONHECIDO,ESTRADA MIRADOR,1
MASSAPÊ,DESCONHECIDO,AVENIDA MANOEL BEZERRA,1
MASSAPÊ,DESCONHECIDO,CE-232,1
AQUIRAZ,DESCONHECIDO,ESTRADA RIBEIRA - AROEIRA,1
MASSAPÊ,DESCONHECIDO,ESTRADA MASSAPÊ IPAGUASSU,1
MASSAPÊ,DESCONHECIDO,POVOADO ARRAIAL,1
MASSAPÊ,DESCONHECIDO,RUA DA LAGOA,1
MASSAPÊ,DESCONHECIDO,RUA ELPÍDIO MARQUÊS DA COSTA,1
MASSAPÊ,DESCONHECIDO,RUA JOSÉ POMPÍLIO,1
MASSAPÊ,DESCONHECIDO,RUA MAJOR FELINTO ÁGUIAR,1
AQUIRAZ,DESCONHECIDO,ESTRADA ÁREA VERDE,1
MASSAPÊ,DESCONHECIDO,RUA SIGEFREDO ARRUDA,1
MASSAPÊ,DESCONHECIDO,RUA SÃO RAIMUNDO,1
MAURITI,DESCONHECIDO,AVENIDA BURITI GRANDE,1
MAURITI,DESCONHECIDO,AVENIDA MARTINS DE MORAIS,1
MAURITI,DESCONHECIDO,AVENIDA SENHOR MARTINS,1
MAURITI,DESCONHECIDO,CE-152,1
MAURITI,DESCONHECIDO,ESTRADA APANHA PEIXE A MAURITI,1
MAURITI,DESCONHECIDO,ESTRADA SEM NOME,1
MAURITI,DESCONHECIDO,ESTRADA SÃO FÉLIX A OLHO D`AGUA,1
AQUIRAZ,DESCONHECIDO,ESTRADA ÁREA VERDE ABIDOM,1
AQUIRAZ,DESCONHECIDO,POVOADO AREA VERDE,1
MAURITI,DESCONHECIDO,RUA ALCIDES MARQUES DA SILVA,1
MAURITI,DESCONHECIDO,RUA ALEXANDRE JOSÉ DE SÁ,1
MAURITI,DESCONHECIDO,RUA CENTRAL,1
MAURITI,DESCONHECIDO,RUA CORIOLANO LEITE,1
MAURITI,DESCONHECIDO,RUA DA MATRIZ,1
MAURITI,DESCONHECIDO,RUA DOMINGOS CORREIA,1
MAURITI,DESCONHECIDO,RUA JOSÉ TEODORICO LEITE,1
MAURITI,DESCONHECIDO,RUA JOÃO LUCAS,1
MAURITI,DESCONHECIDO,RUA MARIQUINHA CARTAXO,1
MAURITI,DESCONHECIDO,RUA NOVA UMBURANA,1
MAURITI,DESCONHECIDO,RUA UM,1
MERUOCA,DESCONHECIDO,RUA RAIMUNDO NONATO DE PAULO,1
MILAGRES,DESCONHECIDO,ESTRADA SEM NOME,1
MILAGRES,DESCONHECIDO,SITIO PILAR,1
MILHÃ,DESCONHECIDO,RUA DAS TETINHAS,1
MILHÃ,DESCONHECIDO,RUA FRANCISCO FERREIRA CALADO,1
MILHÃ,DESCONHECIDO,RUA MARIA VALDINA DE LIMA,1
MILHÃ,DESCONHECIDO,RUA VALDO PINHEIRO,1
MILHÃ,DESCONHECIDO,SITIO ARACAJÚ,1
MILHÃ,DESCONHECIDO,SITIO BARRA,1
MIRAÍMA,DESCONHECIDO,CONJUNTO HABITACIONAL MANUEL DE SOUSA,1
MIRAÍMA,DESCONHECIDO,ESTRADA ARAGÃO A MIRAIMA,1
MIRAÍMA,DESCONHECIDO,ESTRADA BARREIRAS MIRAÍMA,1
MIRAÍMA,DESCONHECIDO,ESTRADA BOM JESUS MIRAMA,1
MIRAÍMA,DESCONHECIDO,ESTRADA CAMPOS A BARREIRAS,1
MIRAÍMA,DESCONHECIDO,ESTRADA FAZENDA BOM SUCESSO A CAMPOS,1
AQUIRAZ,DESCONHECIDO,POVOADO CINZENTO,1
MIRAÍMA,DESCONHECIDO,ESTRADA POÇO DA ONÇA A MIRAÍMA,1
MIRAÍMA,DESCONHECIDO,ESTRADA RIACHO FUNDO,1
AQUIRAZ,DESCONHECIDO,RUA ADELINA ALVES FERREIRA,1
MIRAÍMA,DESCONHECIDO,RUA DA OLARIA,1
AQUIRAZ,DESCONHECIDO,RUA ALDENORA CARDOSO PORTO,1
MIRAÍMA,DESCONHECIDO,RUA HORÁCIO TEODOSIO MOURA,1
MIRAÍMA,DESCONHECIDO,RUA JOAQUIM CAÇOTE,1
AQUIRAZ,DESCONHECIDO,RUA ALMIR FILHO,1
AQUIRAZ,DESCONHECIDO,RUA ALTEMAR DUTRA,1
MIRAÍMA,MIRAIMA,CE-240,1
MIRAÍMA,MIRAIMA,HILDEBERTO BARROSO,1
AQUIRAZ,DESCONHECIDO,RUA ANIS,1
MIRAÍMA,MIRAIMA,RUA DEZINHO TEIXEIRA,1
MIRAÍMA,MIRAIMA,RUA JOAQUIM CAÇOTE,1
AQUIRAZ,DESCONHECIDO,RUA ANTONIO JOAQUIM RODRIGUES DA SILVA,1
MIRAÍMA,MIRAIMA,RUA MOZAR BRAGA,1
MISSÃO VELHA,DESCONHECIDO,AVENIDA JOSÉ SOBREIRA DA CRUZ,1
AQUIRAZ,DESCONHECIDO,RUA ANTÔNIO SOARES PEREIRA,1
MISSÃO VELHA,DESCONHECIDO,ESTRADA CARNAÚBA II,1
MISSÃO VELHA,DESCONHECIDO,ESTRADA FORQUILHA,1
MISSÃO VELHA,DESCONHECIDO,ESTRADA PASSAGEM DE PEDRA,1
MISSÃO VELHA,DESCONHECIDO,ESTRADA SEM NOME,1
AQUIRAZ,DESCONHECIDO,RUA AÇUCENA,1
MISSÃO VELHA,DESCONHECIDO,RUA ANTONIO AUGUSTO SARAIVA LEÃO,1
AQUIRAZ,DESCONHECIDO,RUA BONITO,1
MISSÃO VELHA,DESCONHECIDO,RUA FRANCISCO BASÍLIO,1
MISSÃO VELHA,DESCONHECIDO,RUA JOAQUIM DANTAS TEODÓSIO,1
MISSÃO VELHA,DESCONHECIDO,RUA JOSÉ ANDRÉ GOMES,1
MISSÃO VELHA,DESCONHECIDO,RUA JOSÉ FERREIRA DE SOUZA,1
MISSÃO VELHA,DESCONHECIDO,RUA NOEME JÁCOME,1
AQUIRAZ,DESCONHECIDO,RUA CAMPO DO ZÉ PEIXEIRA,1
AQUIRAZ,DESCONHECIDO,RUA DA IGREJA,1
MISSÃO VELHA,DESCONHECIDO,RUA T JOSÉ,1
MISSÃO VELHA,DESCONHECIDO,RUA VINCENTE FECHINE DE PARCIO,1
MOMBAÇA,DESCONHECIDO,CE-060,1
AQUIRAZ,DESCONHECIDO,RUA DA PAZ,1
AQUIRAZ,DESCONHECIDO,RUA DAS DUNAS,1
MOMBAÇA,DESCONHECIDO,CE-363,1
MOMBAÇA,DESCONHECIDO,DITRITO,1
MOMBAÇA,DESCONHECIDO,ESTRADA PARÁ SÍTIO CAMPOS,1
MOMBAÇA,DESCONHECIDO,ESTRADA SAQUINHO,1
AQUIRAZ,DESCONHECIDO,RUA DO JANGADEIRO,1
MOMBAÇA,DESCONHECIDO,RUA ANTONIA GENEROSA DE ALMEIDA 2,1
MOMBAÇA,DESCONHECIDO,RUA NOSSA SENHORA APARECIDA,1
MOMBAÇA,DESCONHECIDO,RUA VITAL BATISTA DE SOUZA,1
MOMBAÇA,DESCONHECIDO,SITIO AUTO ALEGRE,1
MOMBAÇA,DESCONHECIDO,SITIO BENTO RODRÍGUES,1
MOMBAÇA,DESCONHECIDO,SITIO ENCANTADO,1
MOMBAÇA,DESCONHECIDO,VIELA,1
AQUIRAZ,DESCONHECIDO,RUA DOS BANDEIRANTES,1
MONSENHOR TABOSA,DESCONHECIDO,CE-467,1
MONSENHOR TABOSA,DESCONHECIDO,ESTRADA SEM NOME,1
MONSENHOR TABOSA,DESCONHECIDO,ESTRADA SÍTIO JUCÁ,1
MONSENHOR TABOSA,DESCONHECIDO,ESTRADA TABOSA A JUCÁS,1
MONSENHOR TABOSA,DESCONHECIDO,RUA ALTO DA BOA VISTA,1
MONSENHOR TABOSA,DESCONHECIDO,RUA JOSÉ LINO,1
MONSENHOR TABOSA,DESCONHECIDO,RUA JOSÉ TEIXEIRA SOUTO,1
MONSENHOR TABOSA,DESCONHECIDO,RUA SALUSTIANO C ALBUQUERQUE,1
AQUIRAZ,DESCONHECIDO,RUA ESTRA JOÃO DA REBECA,1
MONSENHOR TABOSA,DESCONHECIDO,RUA TENENTE ANASTÁCIO DE ALMEIDA,1
AQUIRAZ,DESCONHECIDO,RUA ESTRELA DO MAR,1
MONSENHOR TABOSA,DESCONHECIDO,TRAVESSA NOSSA SENHORA DE FÁTIMA,1
MORADA NOVA,DESCONHECIDO,5F3H+P2 BOA ÁGUA,1
AQUIRAZ,DESCONHECIDO,RUA EUDES DE FREITAS FAÇANHA,1
MORADA NOVA,DESCONHECIDO,AVENIDA FRANCISCO GALVÃO DE OLIVEIRA,1
AQUIRAZ,DESCONHECIDO,RUA FRANCISCA FAUSTINA DE CASTRO,1
AQUIRAZ,DESCONHECIDO,RUA FRANCISCO,1
MORADA NOVA,DESCONHECIDO,AVENIDA PRESIDENTE GEISEL,1
MORADA NOVA,DESCONHECIDO,AVENIDA SANTOS DUMONT,1
AQUIRAZ,DESCONHECIDO,RUA FRANCISCO COSMO FERREIRA,1
AQUIRAZ,DESCONHECIDO,RUA FRANCISCO MOREIRA LIMA,1
AQUIRAZ,DESCONHECIDO,RUA Fᶜº MOREIRA ALVES,1
AQUIRAZ,DESCONHECIDO,RUA GOLFINHOS,1
AQUIRAZ,DESCONHECIDO,RUA H,1
MORADA NOVA,DESCONHECIDO,CE-371,1
AQUIRAZ,DESCONHECIDO,RUA HORÁCIO BENTO DE FREITAS,1
MORADA NOVA,DESCONHECIDO,ESTRADA CIPOADA VILA BATISTA,1
AQUIRAZ,DESCONHECIDO,RUA ISIDORO ASSUNÇÃO FILHO,1
MORADA NOVA,DESCONHECIDO,ESTRADA DE POCINHO A DOURADO,1
MORADA NOVA,DESCONHECIDO,ESTRADA DO DOURADO,1
MORADA NOVA,DESCONHECIDO,ESTRADA DO UIRAPONGA,1
MORADA NOVA,DESCONHECIDO,ESTRADA DOS BASTIOES,1
MORADA NOVA,DESCONHECIDO,ESTRADA PARA QUIXADÁ,1
MORADA NOVA,DESCONHECIDO,ESTRADA PARA SETOR O,1
MORADA NOVA,DESCONHECIDO,ESTRADA POÇO DA PEDRA,1
AQUIRAZ,DESCONHECIDO,RUA JERÔNIMO JOSÉ DA SILVA,1
MORADA NOVA,DESCONHECIDO,ESTRADA SÍTIO CIRIDOR,1
AQUIRAZ,DESCONHECIDO,RUA JOSÉ DA SILVA ASSUNÇÃO,1
MORADA NOVA,DESCONHECIDO,PRAÇA EDUARDO GIRÃO,1
MORADA NOVA,DESCONHECIDO,R. LUÍS DAMASCENO GIRÃO,1
AQUIRAZ,DESCONHECIDO,RUA JOÃO DE CASTRO,1
AQUIRAZ,DESCONHECIDO,RUA JOÃO TOMÉ DOS SANTOS,1
AQUIRAZ,DESCONHECIDO,RUA LADY DAIANA,1
MORADA NOVA,DESCONHECIDO,RUA BENÍCIO CHAGAS,1
MORADA NOVA,DESCONHECIDO,RUA CEL. JOSÉ AMBROSIO,1
MORADA NOVA,DESCONHECIDO,RUA CORONEL JOSÉ EPIFÂNIO,1
AQUIRAZ,DESCONHECIDO,RUA LAGOA,1
MORADA NOVA,DESCONHECIDO,RUA DIOMEDES BRILHANTE,1
MORADA NOVA,DESCONHECIDO,RUA DO COMÉRCIO 1,1
MORADA NOVA,DESCONHECIDO,RUA DOM ALUÍSIO ANTÔNIO DOS SANTOS,1
MORADA NOVA,DESCONHECIDO,RUA EGÍDIA MUNIZ ZACARIAS,1
MORADA NOVA,DESCONHECIDO,RUA FRANCISCO DA SILVA RAULINO,1
MORADA NOVA,DESCONHECIDO,RUA FRANCISCO GALVÃO,1
MORADA NOVA,DESCONHECIDO,RUA FRANCISCO SECUNDINO FREIRE,1
MORADA NOVA,DESCONHECIDO,RUA H,1
MORADA NOVA,DESCONHECIDO,RUA JEREMIAS CÂNDIDO,1
MORADA NOVA,DESCONHECIDO,RUA JOAQUIM CHAGAS FILHO,1
AQUIRAZ,DESCONHECIDO,RUA LUIZ ALVES FERREIRA,1
MORADA NOVA,DESCONHECIDO,RUA JOSÉ BENTO DA SILVA,1
MORADA NOVA,DESCONHECIDO,RUA JOÃO MONTEIRO,1
AQUIRAZ,DESCONHECIDO,RUA LUIZ DE LIMA ALVES,1
MORADA NOVA,DESCONHECIDO,RUA LUÍS SILVA,1
MORADA NOVA,DESCONHECIDO,RUA MANOEL ANASTÁCIO,1
MORADA NOVA,DESCONHECIDO,RUA MARECHAL DEODORO,1
MORADA NOVA,DESCONHECIDO,RUA MARIA DE LOURDES TERCEIRO CHAGAS,1
MORADA NOVA,DESCONHECIDO,RUA MÂNCIO RODRIGUES,1
MORADA NOVA,DESCONHECIDO,RUA MÃE ROSÁRIO,1
AQUIRAZ,DESCONHECIDO,RUA LUIZ PAULO DE SOUSA,1
MORADA NOVA,DESCONHECIDO,RUA PADRE JOÃO LOBO,1
MORADA NOVA,DESCONHECIDO,RUA PAULO SARASATE,1
MORADA NOVA,DESCONHECIDO,RUA QUINCAS GOMES,1
MORADA NOVA,DESCONHECIDO,RUA RAIMUNDO BELMIRO,1
MORADA NOVA,DESCONHECIDO,RUA RAIMUNDO CARNEIRO GIRÃO,1
AQUIRAZ,DESCONHECIDO,RUA LUIZ SILVA,1
AQUIRAZ,DESCONHECIDO,RUA LUÍS EDUARDO STUDART,1
MORADA NOVA,DESCONHECIDO,RUA RODOLFO TEÓFILO,1
MORADA NOVA,DESCONHECIDO,RUA ROZENDO CHAGAS,1
MORADA NOVA,DESCONHECIDO,RUA SALUSTIANO CAVALCANTE,1
MORADA NOVA,DESCONHECIDO,RUA SALUSTIANO DE CASTRO,1
MORADA NOVA,DESCONHECIDO,RUA SARGENTO MACEDO,1
AQUIRAZ,DESCONHECIDO,RUA MANOEL FERREIRA DA COSTA,1
MORADA NOVA,DESCONHECIDO,RUA ZÉCA NOBRE,1
MORADA NOVA,DESCONHECIDO,SITIO BARBADA,1
MORADA NOVA,DESCONHECIDO,SITIO EXÚ,1
MORADA NOVA,DESCONHECIDO,SITIO MELOES,1
AQUIRAZ,DESCONHECIDO,RUA MANUEL ASSUNÇÃO PÍRES,1
AQUIRAZ,DESCONHECIDO,RUA MORRO,1
AQUIRAZ,DESCONHECIDO,RUA NOSSA SENHORA LOURDES,1
MORRINHOS,DESCONHECIDO,ESTRADA SEM NOME,1
MORRINHOS,DESCONHECIDO,POVOADO INTANS,1
AQUIRAZ,DESCONHECIDO,RUA OSCAR BAINA LANDIM,1
AQUIRAZ,DESCONHECIDO,RUA OSVALDO GERALDO DA SILVA,1
MORRINHOS,DESCONHECIDO,RUA JOÃO ANDRÉ DA ROCHA,1
MORRINHOS,DESCONHECIDO,RUA PADRE JOÃO BATISTA,1
MORRINHOS,DESCONHECIDO,RUA SANTO ANTÔNIO,1
MORRINHOS,DESCONHECIDO,RUA SEIS DE SETEMBRO,1
MUCAMBO,DESCONHECIDO,ESTRADA CALDEIRÃO,1
MUCAMBO,MUCAMBO,RUA GONÇALO DE MELO GOMES,1
MULUNGU,DESCONHECIDO,ESTRADA SEM NOME,1
MULUNGU,MULUNGU,CE-065,1
NOVA OLINDA,DESCONHECIDO,CE-292,1
NOVA OLINDA,DESCONHECIDO,ESTRADA SEM NOME,1
NOVA OLINDA,DESCONHECIDO,SITIO BAIXIO DOS BERNARDES,1
NOVA OLINDA,NOVA OLINDA,RUA MANOEL FERREIRA LIMA,1
NOVA RUSSAS,DESCONHECIDO,ESTRADA PIÇARREIRA SÃO GONÇALO,1
AQUIRAZ,DESCONHECIDO,RUA PEDRO BRASIL,1
NOVA RUSSAS,DESCONHECIDO,ESTRADA SENTIDO LAGEDO DE CIMA,1
AQUIRAZ,DESCONHECIDO,RUA PLANALTO DO SOL,1
NOVA RUSSAS,DESCONHECIDO,RUA ORIEL MOTA,1
NOVO ORIENTE,DESCONHECIDO,AVENIDA DEOCLECIANO ARAGÃO,1
NOVO ORIENTE,DESCONHECIDO,AVENIDA JOSÉ MARIA FERNANDES LEITÃO,1
NOVO ORIENTE,DESCONHECIDO,BR-404,1
NOVO ORIENTE,DESCONHECIDO,CE-187,1
NOVO ORIENTE,DESCONHECIDO,ESTRADA GAMBÁ,1
NOVO ORIENTE,DESCONHECIDO,ESTRADA PARÁ Ó RIACHO,1
