datetime,tipo,cidade,ais,regiao_risp,bairro,rua,latitude,longitude,prox_bairro,prox_rua,dias_para_prox,distancia_para_prox_km
2023-04-16 12:20:36,cvp,Fortaleza,AIS 05,CAPITAL OESTE,SERRINHA,,-3.7893645249,-38.5419236941,SERRINHA,,0.0,0.0
2023-04-16 12:20:36,cvp,Fortaleza,AIS 05,CAPITAL OESTE,SERRINHA,,-3.7893645249,-38.5419236941,BENFICA,,0.012,5.853
2023-04-16 12:38:35,cvp,Fortaleza,AIS 05,CAPITAL OESTE,BENFICA,,-3.7370653978,-38.5359249074,BENFICA,,0.0,0.0
2023-04-16 12:38:35,cvp,Fortaleza,AIS 05,CAPITAL OESTE,BENFICA,,-3.7370653978,-38.5359249074,VILA PERY,,0.316,8.358
2023-04-16 17:30:00,cvli,Ubajara,AIS 11,NORDESTE,,SITIO IPUZINHO,-3.8632971827,-40.8385115746,,,1.042,10.63
2023-04-16 18:00:00,cvli,Cariús,AIS 10,SUL,,RUA MANOEL ROQUE BEZERRA,-6.5373545346,-39.4958651367,,,1.833,49.243
2023-04-16 18:19:59,cvli,Juazeiro do Norte,AIS 02,SUL,,AVENIDA CICERO GONÇALVES,-7.2328120408,-39.3498439034,JUAZEIRO DO NORTE,,1.889,9.512
2023-04-16 18:21:37,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VICENTE PINZÓN,,-3.7219124639,-38.4784975262,MEIRELES,,0.18,1.765
2023-04-16 18:21:37,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VICENTE PINZÓN,,-3.7219124639,-38.4784975262,VICENTE PINZÓN,,0.0,0.0
2023-04-16 18:23:35,cvp,Fortaleza,AIS 19,CAPITAL LESTE,PAPICU,,-3.7405685413,-38.4798650775,PAPICU,,0.0,0.0
2023-04-16 18:23:35,cvp,Fortaleza,AIS 19,CAPITAL LESTE,PAPICU,,-3.7405685413,-38.4798650775,MANUEL DIAS BRANCO,,0.187,1.885
2023-04-16 18:27:22,cvp,Maracanaú,AIS 14,RMF LESTE,MARACANAÚ,,-3.8679003992,-38.626142121,,,0.0,0.0
2023-04-16 18:27:22,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.8679003992,-38.626142121,,,0.105,4.501
2023-04-16 19:00:00,cvli,Madalena,AIS 28,NORTE,,RUA ARMANDO BARBOSA DE ALMEIDA,-4.8663115836,-39.5787351611,,RUA SEBASTIÃO DE ABREU,4.5,115.359
2023-04-16 20:14:03,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7916595008,-38.5876994419,VILA PERY,,0.103,0.498
2023-04-16 20:14:03,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7916595008,-38.5876994419,VILA PERY,,0.0,0.0
2023-04-16 20:27:16,cvp,Fortaleza,AIS 22,CAPITAL LESTE,PASSARÉ,,-3.8027956735,-38.5358189097,PASSARÉ,,1.075,2.197
2023-04-16 20:27:16,cvp,Fortaleza,AIS 22,CAPITAL LESTE,PASSARÉ,,-3.8027956735,-38.5358189097,PASSARÉ,,0.0,0.0
2023-04-16 20:58:47,cvp,Maracanaú,AIS 12,RMF OESTE,INDUSTRIAL,,-3.8405440555,-38.5962343952,INDUSTRIAL,,0.068,0.0
2023-04-16 20:58:47,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.8405440555,-38.5962343952,,,0.068,0.0
2023-04-16 21:17:43,cvp,Fortaleza,AIS 18,CAPITAL OESTE,PRESIDENTE KENNEDY,,-3.7213669479,-38.5671049227,PRESIDENTE KENNEDY,,0.0,0.0
2023-04-16 21:17:43,cvp,Fortaleza,AIS 18,CAPITAL OESTE,PRESIDENTE KENNEDY,,-3.7213669479,-38.5671049227,FLORESTA,,0.012,1.263
2023-04-16 21:34:24,cvp,Fortaleza,AIS 18,CAPITAL OESTE,FLORESTA,,-3.7180286769,-38.5779874158,FLORESTA,,0.0,0.0
2023-04-16 21:34:24,cvp,Fortaleza,AIS 18,CAPITAL OESTE,FLORESTA,,-3.7180286769,-38.5779874158,FLORESTA,,0.015,0.096
2023-04-16 21:55:59,cvp,Fortaleza,AIS 18,CAPITAL OESTE,FLORESTA,,-3.7188379529,-38.5782800648,FLORESTA,,0.0,0.0
2023-04-16 21:55:59,cvp,Fortaleza,AIS 18,CAPITAL OESTE,FLORESTA,,-3.7188379529,-38.5782800648,BARRA DO CEARÁ,,0.058,1.647
2023-04-16 21:58:46,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8114879229,-38.5743553929,MANOEL SÁTIRO,,0.02,2.117
2023-04-16 21:58:46,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8114879229,-38.5743553929,MONDUBIM,,0.0,0.0
2023-04-16 22:27:42,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7938503555,-38.5815445243,MANOEL SÁTIRO,,0.0,0.0
2023-04-16 22:27:42,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7938503555,-38.5815445243,PARQUE SĂO JOSÉ,,0.079,0.786
2023-04-16 22:36:34,cvp,Maracanaú,AIS 12,RMF OESTE,INDUSTRIAL,,-3.8405440555,-38.5962343952,PARQUE LEBLON,,0.025,16.136
2023-04-16 22:36:34,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.8405440555,-38.5962343952,,,0.325,4.728
2023-04-16 22:41:03,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7333161052,-38.4895644375,VICENTE PINZÓN,,0.738,1.562
2023-04-16 22:41:03,cvp,Fortaleza,AIS 08,CAPITAL LESTE,MEIRELES,,-3.7333161052,-38.4895644375,MEIRELES,,0.0,0.0
2023-04-16 22:41:47,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7919868275,-38.5832192033,VILA PERY,,0.0,0.0
2023-04-16 22:41:47,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7919868275,-38.5832192033,SERRINHA,,0.102,3.493
2023-04-16 22:53:24,cvp,Fortaleza,AIS 19,CAPITAL LESTE,MANUEL DIAS BRANCO,,-3.7527396013,-38.4680389157,MANUEL DIAS BRANCO,,0.0,0.0
2023-04-16 22:53:24,cvp,Fortaleza,AIS 19,CAPITAL LESTE,MANUEL DIAS BRANCO,,-3.7527396013,-38.4680389157,MANUEL DIAS BRANCO,,0.809,0.366
2023-04-16 23:12:32,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.6954397621,-38.5980753859,,,0.584,7.621
2023-04-16 23:12:32,cvp,Caucaia,AIS 12,RMF OESTE,PARQUE LEBLON,,-3.6954397621,-38.5980753859,,,0.0,0.0
2023-04-16 23:19:08,cvp,Fortaleza,AIS 18,CAPITAL OESTE,BARRA DO CEARÁ,,-3.7040322172,-38.5780572743,BARRA DO CEARÁ,,0.0,0.0
2023-04-16 23:19:08,cvp,Fortaleza,AIS 18,CAPITAL OESTE,BARRA DO CEARÁ,,-3.7040322172,-38.5780572743,ÁLVARO WEYNE,,0.005,1.796
2023-04-16 23:26:50,cvp,Fortaleza,AIS 18,CAPITAL OESTE,ÁLVARO WEYNE,,-3.7114914566,-38.5636998088,BARRA DO CEARÁ,,0.095,2.303
2023-04-16 23:26:50,cvp,Fortaleza,AIS 18,CAPITAL OESTE,ÁLVARO WEYNE,,-3.7114914566,-38.5636998088,ÁLVARO WEYNE,,0.0,0.0
2023-04-16 23:37:34,cvp,Pacajus,AIS 25,RMF LESTE,PACAJUS,,-4.1710033705,-38.4677581623,HORIZONTE,,0.021,8.624
2023-04-16 23:37:34,cvp,Pacajus,AIS 25,RMF LESTE,,,-4.1710033705,-38.4677581623,PACAJUS,,0.0,0.0
2023-04-17 00:07:24,cvp,Horizonte,AIS 25,RMF LESTE,,,-4.0982709663,-38.4947515842,HORIZONTE,,0.103,0.1
2023-04-17 00:07:24,cvp,Horizonte,AIS 25,RMF LESTE,HORIZONTE,,-4.0982709663,-38.4947515842,,,0.0,0.0
2023-04-17 00:11:36,cvp,Maranguape,AIS 15,RMF LESTE,,,-3.8947255322,-38.6829420961,,,3.833,9.201
2023-04-17 00:11:36,cvp,Maranguape,AIS 15,RMF LESTE,,,-3.8947255322,-38.6829420961,,,0.0,0.0
2023-04-17 00:22:00,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PARQUE SĂO JOSÉ,,-3.7922439082,-38.5884397369,MONDUBIM,,0.072,3.867
2023-04-17 00:22:00,cvp,Fortaleza,AIS 20,CAPITAL OESTE,PARQUE SĂO JOSÉ,,-3.7922439082,-38.5884397369,PARQUE SĂO JOSÉ,,0.0,0.0
2023-04-17 00:30:00,cvli,Mombaça,AIS 31,SUDESTE,,CE-060,-5.708194511,-39.5941881611,,RUA DO ORIENTE,21.708,50.441
2023-04-17 01:08:43,cvp,Fortaleza,AIS 05,CAPITAL OESTE,SERRINHA,,-3.7834787531,-38.5529148755,VILA PERY,,0.243,2.531
2023-04-17 01:08:43,cvp,Fortaleza,AIS 05,CAPITAL OESTE,SERRINHA,,-3.7834787531,-38.5529148755,SERRINHA,,0.0,0.0
2023-04-17 01:43:20,cvp,Fortaleza,AIS 18,CAPITAL OESTE,BARRA DO CEARÁ,,-3.7024662076,-38.5823769885,BARRA DO CEARÁ,,0.0,0.0
2023-04-17 01:43:20,cvp,Fortaleza,AIS 18,CAPITAL OESTE,BARRA DO CEARÁ,,-3.7024662076,-38.5823769885,VILA ELLERY,,0.548,3.378
2023-04-17 02:05:41,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8175072235,-38.5644818379,MONDUBIM,,0.0,0.0
2023-04-17 02:05:41,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MONDUBIM,,-3.8175072235,-38.5644818379,MANOEL SÁTIRO,,0.187,2.987
2023-04-17 02:35:38,cvp,Horizonte,AIS 25,RMF LESTE,,,-4.0973901419,-38.4949471877,,,1.697,26.303
2023-04-17 02:35:38,cvp,Horizonte,AIS 25,RMF LESTE,HORIZONTE,,-4.0973901419,-38.4949471877,,,0.0,0.0
2023-04-17 04:40:12,cvp,Fortaleza,AIS 06,CAPITAL OESTE,QUINTINO CUNHA,,-3.7359755429,-38.5994714513,QUINTINO CUNHA,,0.0,0.0
2023-04-17 04:40:12,cvp,Fortaleza,AIS 06,CAPITAL OESTE,QUINTINO CUNHA,,-3.7359755429,-38.5994714513,ANTÔNIO BEZERRA,,0.394,0.745
2023-04-17 05:57:29,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7845476512,-38.6022170187,SIQUEIRA,,0.019,4.273
2023-04-17 05:57:29,cvp,Fortaleza,AIS 17,CAPITAL OESTE,GRANJA PORTUGAL,,-3.7845476512,-38.6022170187,GRANJA PORTUGAL,,0.0,0.0
2023-04-17 06:24:36,cvp,Maracanaú,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.8126942743,-38.6284321396,BOM JARDIM,,0.477,4.043
2023-04-17 06:24:36,cvp,Maracanaú,AIS 14,RMF LESTE,,,-3.8126942743,-38.6284321396,,,0.946,8.494
2023-04-17 06:35:33,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7944840565,-38.5783508303,MANOEL SÁTIRO,,0.0,0.0
2023-04-17 06:35:33,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7944840565,-38.5783508303,MANOEL SÁTIRO,,0.003,0.258
2023-04-17 06:39:14,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7930919552,-38.5802059516,MANOEL SÁTIRO,,0.09,0.449
2023-04-17 06:39:14,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7930919552,-38.5802059516,MANOEL SÁTIRO,,0.0,0.0
2023-04-17 06:50:28,cvp,Fortaleza,,,JANGURURSSU,,-3.8461163943,-38.5061398068,JANGURURSSU,,0.421,1.318
2023-04-17 06:50:28,cvp,Fortaleza,,,JANGURURSSU,,-3.8461163943,-38.5061398068,JANGURURSSU,,0.0,0.0
2023-04-17 06:58:13,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7904866708,-38.5746174088,VILA PERY,,0.0,0.0
2023-04-17 06:58:13,cvp,Fortaleza,AIS 05,CAPITAL OESTE,VILA PERY,,-3.7904866708,-38.5746174088,MARAPONGA,,0.238,1.027
2023-04-17 08:49:20,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7964463808,-38.5824591995,MANOEL SÁTIRO,,0.0,0.0
2023-04-17 08:49:20,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7964463808,-38.5824591995,MANOEL SÁTIRO,,0.124,0.33
2023-04-17 08:50:00,cvli,Sobral,AIS 03,NORTE,,RUA JOAQUIM ALVES PEREIRA,-3.6749753436,-40.374487602,,RUA JOSÉ POMPÍLIO,5.778,16.288
2023-04-17 09:55:09,cvp,Fortaleza,AIS 16,CAPITAL LESTE,PARQUE IRACEMA,,-3.8097509439,-38.4935042621,PARQUE IRACEMA,,0.0,0.0
2023-04-17 09:55:09,cvp,Fortaleza,AIS 16,CAPITAL LESTE,PARQUE IRACEMA,,-3.8097509439,-38.4935042621,CONJUNTO PALMEIRAS,,0.054,5.28
2023-04-17 11:12:58,cvp,Fortaleza,AIS 16,CAPITAL LESTE,CONJUNTO PALMEIRAS,,-3.8391415439,-38.530887845,MESSEJANA,,0.437,4.232
2023-04-17 11:12:58,cvp,Fortaleza,AIS 16,CAPITAL LESTE,CONJUNTO PALMEIRAS,,-3.8391415439,-38.530887845,CONJUNTO PALMEIRAS,,0.0,0.0
2023-04-17 11:30:00,cvli,Fortaleza,AIS 05,CAPITAL OESTE,DEMÓCRITO ROCHA,,-3.7630158488,-38.5663923269,COUTO FERNANDES,,5.339,0.618
2023-04-17 11:30:00,cvli,Fortaleza,AIS 05,CAPITAL OESTE,DEMÓCRITO ROCHA,,-3.7630158488,-38.5663923269,DEMÓCRITO ROCHA,,0.0,0.0
2023-04-17 11:41:37,cvp,Sobral,AIS 03,NORTE,,,-3.4172901848,-40.3874425479,,,0.992,30.516
2023-04-17 11:41:37,cvp,Sobral,AIS 03,NORTE,,,-3.4172901848,-40.3874425479,,,0.0,0.0
2023-04-17 11:47:53,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7977035517,-38.5797617932,MANOEL SÁTIRO,,0.026,0.0
2023-04-17 11:47:53,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7977035517,-38.5797617932,MANOEL SÁTIRO,,0.0,0.0
2023-04-17 12:25:31,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7977035517,-38.5797617932,MANOEL SÁTIRO,,0.318,1.789
2023-04-17 12:25:31,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.7977035517,-38.5797617932,MANOEL SÁTIRO,,0.0,0.0
2023-04-17 12:41:27,cvp,Fortaleza,AIS 05,CAPITAL OESTE,MARAPONGA,,-3.7997209187,-38.5748887501,MARAPONGA,,0.0,0.0
2023-04-17 12:41:27,cvp,Fortaleza,AIS 05,CAPITAL OESTE,MARAPONGA,,-3.7997209187,-38.5748887501,FÁTIMA,,0.063,7.605
2023-04-17 13:13:54,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.7333613591,-38.6552907795,PARQUE SOLEDADE,,0.0,0.0
2023-04-17 13:13:54,cvp,Caucaia,AIS 12,RMF OESTE,PARQUE SOLEDADE,,-3.7333613591,-38.6552907795,,,0.014,14.404
2023-04-17 13:34:16,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.6262821793,-38.7283375643,,,0.0,0.0
2023-04-17 13:34:16,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.6262821793,-38.7283375643,,,0.007,14.359
2023-04-17 13:45:01,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.7340738586,-38.6570738759,PARQUE SOLEDADE,,0.0,0.0
2023-04-17 13:45:01,cvp,Caucaia,AIS 12,RMF OESTE,PARQUE SOLEDADE,,-3.7340738586,-38.6570738759,,,0.005,6.27
2023-04-17 13:51:58,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.6916129528,-38.6198923197,IPARANA,,0.0,0.0
2023-04-17 13:51:58,cvp,Caucaia,AIS 12,RMF OESTE,IPARANA,,-3.6916129528,-38.6198923197,PARQUE SOLEDADE,,0.277,7.171
2023-04-17 14:07:34,cvp,Fortaleza,AIS 06,CAPITAL OESTE,ANTÔNIO BEZERRA,,-3.7400771308,-38.5941568403,ANTÔNIO BEZERRA,,0.0,0.0
2023-04-17 14:07:34,cvp,Fortaleza,AIS 06,CAPITAL OESTE,ANTÔNIO BEZERRA,,-3.7400771308,-38.5941568403,PICI,,0.061,2.981
2023-04-17 14:12:10,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7485497726,-38.5294123258,FÁTIMA,,0.0,0.0
2023-04-17 14:12:10,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7485497726,-38.5294123258,FÁTIMA,,0.162,0.0
2023-04-17 14:48:00,cvli,Maracanaú,AIS 12,RMF OESTE,INDUSTRIAL,,-3.8558863006,-38.5969873188,PARQUE SOLEDADE,RUA DO TRILHO,3.631,15.38
2023-04-17 14:48:00,cvli,Maracanaú,AIS 14,RMF LESTE,,,-3.8558863006,-38.5969873188,,,5.744,3.303
2023-04-17 14:52:54,cvp,Fortaleza,AIS 18,CAPITAL OESTE,VILA ELLERY,,-3.7249506521,-38.5619084155,JARDIM IRACEMA,,0.183,3.113
2023-04-17 14:52:54,cvp,Fortaleza,AIS 18,CAPITAL OESTE,VILA ELLERY,,-3.7249506521,-38.5619084155,VILA ELLERY,,0.0,0.0
2023-04-17 15:34:55,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PICI,,-3.7432588114,-38.567480994,PICI,,0.0,0.0
2023-04-17 15:34:55,cvp,Fortaleza,AIS 06,CAPITAL OESTE,PICI,,-3.7432588114,-38.567480994,RODOLFO TEÓFILO,,0.096,1.991
2023-04-17 16:23:38,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VICENTE PINZÓN,,-3.7326602437,-38.4754991682,VARJOTA,,0.091,1.434
2023-04-17 16:23:38,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VICENTE PINZÓN,,-3.7326602437,-38.4754991682,VICENTE PINZÓN,,0.0,0.0
2023-04-17 16:57:11,cvp,Fortaleza,,,JANGURURSSU,,-3.8460073223,-38.5180170143,GENTILÂNDIA,,0.038,11.446
2023-04-17 16:57:11,cvp,Fortaleza,,,JANGURURSSU,,-3.8460073223,-38.5180170143,JANGURURSSU,,0.0,0.0
2023-04-17 17:36:52,cvp,Fortaleza,AIS 21,CAPITAL OESTE,EDSON QUEIROZ,,-3.779642736,-38.4801163272,PARQUE MANIBURA,,0.047,1.446
2023-04-17 17:36:52,cvp,Fortaleza,AIS 21,CAPITAL OESTE,EDSON QUEIROZ,,-3.779642736,-38.4801163272,EDSON QUEIROZ,,0.0,0.0
2023-04-17 17:51:40,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7927163045,-38.5979824822,BOM JARDIM,,0.0,0.0
2023-04-17 17:51:40,cvp,Fortaleza,AIS 17,CAPITAL OESTE,BOM JARDIM,,-3.7927163045,-38.5979824822,CANINDEZINHO,,0.098,1.47
2023-04-17 17:52:14,cvp,Fortaleza,,,GENTILÂNDIA,,-3.7458931535,-38.5420219853,JANGURURSSU,,0.207,11.86
2023-04-17 17:52:14,cvp,Fortaleza,,,GENTILÂNDIA,,-3.7458931535,-38.5420219853,GENTILÂNDIA,,0.0,0.0
2023-04-17 17:52:55,cvp,Fortaleza,AIS 06,CAPITAL OESTE,RODOLFO TEÓFILO,,-3.7503118535,-38.5509916287,RODOLFO TEÓFILO,,0.0,0.0
2023-04-17 17:52:55,cvp,Fortaleza,AIS 06,CAPITAL OESTE,RODOLFO TEÓFILO,,-3.7503118535,-38.5509916287,JOÃO XXIII,,0.094,4.506
2023-04-17 18:05:51,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7485497726,-38.5294124159,FÁTIMA,,0.0,0.0
2023-04-17 18:05:51,cvp,Fortaleza,AIS 05,CAPITAL OESTE,FÁTIMA,,-3.7485497726,-38.5294124159,VILA PERY,,0.546,6.831
2023-04-17 18:18:02,cvp,Fortaleza,AIS 19,CAPITAL LESTE,MANUEL DIAS BRANCO,,-3.7495686041,-38.4671407326,MANUEL DIAS BRANCO,,0.0,0.0
2023-04-17 18:18:02,cvp,Fortaleza,AIS 19,CAPITAL LESTE,MANUEL DIAS BRANCO,,-3.7495686041,-38.4671407326,JOAQUIM TÁVORA,,0.035,5.876
2023-04-17 18:30:00,cvli,Mucambo,AIS 11,NORDESTE,,,-3.9030003131,-40.7513448452,MUCAMBO,,0.0,0.0
2023-04-17 18:30:00,cvli,Pacajus,AIS 25,RMF LESTE,,RUA LUIZ MENDES XAVIER,-4.1684826904,-38.4466452458,,RUA JOSÉ RIBEIRO,4.882,2.518
2023-04-17 18:30:00,cvli,Mucambo,AIS 11,NORDESTE,MUCAMBO,,-3.9030003131,-40.7513448452,,RUA JOAQUIM LUÍS DE SOUSA,0.979,15.702
2023-04-17 18:34:46,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VARJOTA,,-3.7309127795,-38.4882996728,VARJOTA,,0.0,0.0
2023-04-17 18:34:46,cvp,Fortaleza,AIS 08,CAPITAL LESTE,VARJOTA,,-3.7309127795,-38.4882996728,ALDEOTA,,0.029,1.283
2023-04-17 18:44:19,cvp,Fortaleza,AIS 21,CAPITAL OESTE,PARQUE MANIBURA,,-3.7920057238,-38.4841476791,CAMBEBA,,0.778,1.427
2023-04-17 18:44:19,cvp,Fortaleza,AIS 21,CAPITAL OESTE,PARQUE MANIBURA,,-3.7920057238,-38.4841476791,PARQUE MANIBURA,,0.0,0.0
2023-04-17 19:08:07,cvp,Fortaleza,AIS 19,CAPITAL LESTE,JOAQUIM TÁVORA,,-3.7522848887,-38.520026387,JOAQUIM TÁVORA,,0.0,0.0
2023-04-17 19:08:07,cvp,Fortaleza,AIS 19,CAPITAL LESTE,JOAQUIM TÁVORA,,-3.7522848887,-38.520026387,DIONÍSIO TORRES,,0.081,2.089
2023-04-17 19:16:24,cvp,Fortaleza,AIS 18,CAPITAL OESTE,JARDIM IRACEMA,,-3.7152732028,-38.5882292932,CENTRO,,0.142,7.507
2023-04-17 19:16:24,cvp,Fortaleza,AIS 18,CAPITAL OESTE,JARDIM IRACEMA,,-3.7152732028,-38.5882292932,JARDIM IRACEMA,,0.0,0.0
2023-04-17 19:16:57,cvp,Fortaleza,AIS 08,CAPITAL LESTE,ALDEOTA,,-3.7367111771,-38.4982987191,ALDEOTA,,0.0,0.0
2023-04-17 19:16:57,cvp,Fortaleza,AIS 08,CAPITAL LESTE,ALDEOTA,,-3.7367111771,-38.4982987191,PRAIA DE IRACEMA,,0.098,2.653
2023-04-17 20:03:50,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.8131139218,-38.5844029338,MANOEL SÁTIRO,,0.0,0.0
2023-04-17 20:03:50,cvp,Fortaleza,AIS 20,CAPITAL OESTE,MANOEL SÁTIRO,,-3.8131139218,-38.5844029338,MONDUBIM,,0.382,0.452
2023-04-17 20:08:15,cvp,Fortaleza,AIS 06,CAPITAL OESTE,JOÃO XXIII,,-3.7675908095,-38.5877301702,JOÃO XXIII,,0.0,0.0
2023-04-17 20:08:15,cvp,Fortaleza,AIS 06,CAPITAL OESTE,JOÃO XXIII,,-3.7675908095,-38.5877301702,RODOLFO TEÓFILO,,0.104,5.633
2023-04-17 20:12:45,cvp,Fortaleza,AIS 17,CAPITAL OESTE,CANINDEZINHO,,-3.8057162641,-38.6004027506,SIQUEIRA,,0.008,3.026
2023-04-17 20:12:45,cvp,Fortaleza,AIS 17,CAPITAL OESTE,CANINDEZINHO,,-3.8057162641,-38.6004027506,CANINDEZINHO,,0.0,0.0
2023-04-17 20:24:08,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.7986496821,-38.6267449899,SIQUEIRA,,0.0,0.0
2023-04-17 20:24:08,cvp,Fortaleza,AIS 17,CAPITAL OESTE,SIQUEIRA,,-3.7986496821,-38.6267449899,SIQUEIRA,,0.114,0.0
2023-04-17 20:30:12,cvp,Caucaia,AIS 12,RMF OESTE,,,-3.7163471471,-38.6795784976,,,0.984,8.55
2023-04-17 20:30:12,cvp,Caucaia,AIS 12,RMF OESTE,PARQUE SOLEDADE,,-3.7163471471,-38.6795784976,,,0.0,0.0
2023-04-17 21:04:10,cvp,Fortaleza,AIS 19,CAPITAL LESTE,DIONÍSIO TORRES,,-3.7441207015,-38.503068321,DIONÍSIO TORRES,,0.0,0.0
2023-04-17 21:04:10,cvp,Fortaleza,AIS 19,CAPITAL LESTE,DIONÍSIO TORRES,,-3.7441207015,-38.503068321,PAPICU,,1.183,3.077
2023-04-17 21:38:24,cvp,Fortaleza,AIS 08,CAPITAL LESTE,PRAIA DE IRACEMA,,-3.7206405165,-38.5159750865,PRAIA DE IRACEMA,,0.0,0.0
2023-04-17 21:38:24,cvp,Fortaleza,AIS 08,CAPITAL LESTE,PRAIA DE IRACEMA,,-3.7206405165,-38.5159750865,VICENTE PINZÓN,,0.433,5.957
2023-04-17 21:42:12,cvp,Fortaleza,AIS 16,CAPITAL LESTE,MESSEJANA,,-3.8173863785,-38.4995904495,MESSEJANA,,0.0,0.0
2023-04-17 21:42:12,cvp,Fortaleza,AIS 16,CAPITAL LESTE,MESSEJANA,,-3.8173863785,-38.4995904495,CONJUNTO PALMEIRAS,,0.375,3.899
2023-04-17 22:14:36,cvp,Fortaleza,AIS 22,CAPITAL LESTE,PASSARÉ,,-3.8142903,-38.5197131622,PASSARÉ,,0.0,0.0
2023-04-17 22:14:36,cvp,Fortaleza,AIS 22,CAPITAL LESTE,PASSARÉ,,-3.8142903,-38.5197131622,PASSARÉ,,0.862,0.932
2023-04-17 22:24:48,cvp,Eusébio,AIS 24,RMF LESTE,EUSÉBIO,,-3.8700307578,-38.4358117087,,,2.509,9.988
2023-04-17 22:24:48,cvp,Eusébio,AIS 24,RMF LESTE,,,-3.8700307578,-38.4358117087,EUSÉBIO,,0.0,0.0
2023-04-17 22:38:00,cvp,Fortaleza,AIS 06,CAPITAL OESTE,RODOLFO TEÓFILO,,-3.7426292024,-38.5435499402,RODOLFO TEÓFILO,,0.0,0.0
2023-04-17 22:38:00,cvp,Fortaleza,AIS 06,CAPITAL OESTE,RODOLFO TEÓFILO,,-3.7426292024,-38.5435499402,PARQUELÂNDIA,,0.561,1.114
2023-04-17 22:40:30,cvp,Fortaleza,AIS 18,CAPITAL OESTE,CENTRO,,-3.7257931836,-38.5214014103,MOURA BRASIL,,0.006,1.799
2023-04-17 22:40:30,cvp,Fortaleza,AIS 18,CAPITAL OESTE,CENTRO,,-3.7257931836,-38.5214014103,CENTRO,,0.0,0.0
2023-04-17 22:49:34,cvp,Fortaleza,AIS 18,CAPITAL OESTE,MOURA BRASIL,,-3.7189710472,-38.5360997304,MOURA BRASIL,,0.0,0.0
2023-04-17 22:49:34,cvp,Fortaleza,AIS 18,CAPITAL OESTE,MOURA BRASIL,,-3.7189710472,-38.5360997304,CARLITO PAMPLONA,,0.252,2.673
