micronodo,area_oficial,faction,lat,long,cvli_count_500m,cvli_count_1km,cvli_count_2km,cvli_count_total
4 Varas,BARRA DO CEARÁ,CV,-3.701241,-38.574595031954885,6,6,6,6
S2,ANCURI,CV,-3.874102,-38.49732363191565,4,6,6,6
Fronteira ,SAPIRANGA / COITÉ,CV,-3.790005,-38.47233379856959,4,6,6,6
Coaçu,COAÇU,CV,-3.854321,-38.46170643867924,4,6,6,6
Vilinha,CASCAVEL,CV,-4.1694565,-38.124888777055546,1,6,7,11
Mal Cozinhado ,HORIZONTE,CV,-4.085805000000001,-38.48926758905489,6,6,6,6
São Mateus,PARREÃO,CV,-3.7609315,-38.538895416,6,6,6,6
Cohab,SOBRAL,CV,-3.8015345,-40.26375577873522,6,6,6,6
Novo Parque Iracema - Alto do João Grande,MARACANAÚ,CV,-3.915771,-38.69039844512149,6,6,6,6
Alta Delta,MARACANAÚ,CV,-3.92129,-38.69084963343354,6,6,6,6
Ponte Nova,BOA VIAGEM,PCC,-5.1287695,-39.74007910631166,6,6,7,7
Vila Azul,ITAOCA,CV,-3.772305,-38.55373274210821,6,6,6,6
COCOBÓ,IGUATU,CV,-6.3742615,-39.30397618632075,6,6,6,6
Altiplano,IGUATU,CV,-6.3804465,-39.31342405372733,4,6,6,8
Fatima l,CRATEÚS,CV,-5.184009,-40.67186402294603,6,6,6,6
cuzcuz - Paupina,SÃO BENTO,CV,-3.854222,-38.48577297556093,6,6,6,6
Cohab,PENTECOSTE,PCC,-3.786998,-39.26357358664306,6,6,6,6
Centro,CENTRO,PCC,-5.5354185000000005,-40.77186305841325,6,6,6,6
Araçá - Aurora,AURORA,PCC,-6.941471,-38.97330292236831,6,6,6,7
venceslau,CAMBEBA,CV,-3.8100565,-38.4813102701788,6,6,6,6
Comunidade da Luminosa,GRANJA PORTUGAL,CV,-3.787997,-38.59416881289545,6,6,6,6
Beco da Morte,BONSUCESSO,CV,-3.786295,-38.5923738510194,6,6,6,6
Novo Pabussu,PARQUE SOLEDADE,CV,-3.7301635,-38.6635695,2,6,6,6
Conjunto Renascer,DIAS MACÊDO,CV,-3.787386,-38.52716370682113,6,6,6,6
Horto- Juazeiro do Norte,JUAZEIRO DO NORTE,CV,-7.183596,-39.33259769425841,4,6,10,10
Vila Moura,IGUATU,CV,-6.3700165,-39.28681374131721,6,6,6,6
PEDREGAL,FORTIM,CV,-4.578309,-37.79226595435748,6,6,6,6
Maranhão - Itapipoca ,ITAPIPOCA,PCC,-3.483004,-39.58231678754317,5,6,6,6
Ouro Verde,VILA UNIĂO,CV,-3.7669105,-38.52982203853638,6,6,6,6
Padre Manoel Lima e Silva,ITAPAJÉ,CV,-3.6967885,-39.57990307439066,2,6,6,6
Precabura,PRECABURA,CV,-3.8290895,-38.436295979390295,4,6,6,6
Riachão de Itaitinga,ITAITINGA,CV,-3.9800825,-38.52899826226289,6,6,6,6
Granja,GRANJA,CV,-4.1895695,-38.462900069072,6,6,6,6
COHAB,PACAJUS,CV,-4.1828375,-38.46882074792589,4,6,6,6
Cumaru,PACAJUS,CV,-4.1915215,-38.46767288292772,4,6,6,7
Campo do Ganso,ALTO ALEGRE II,CV,-3.844841,-38.61032479857957,6,6,6,6
Vila Dos Almirantes,PRAIA DE IRACEMA,CV,-3.719781,-38.51888658333333,6,6,6,6
Travessa ,GRANJA LISBOA,CV,-3.789024,-38.60967657767087,6,6,6,6
Fronteira (Complexo da Barra do Ceará),CRISTO REDENTOR,CV,-3.7065245,-38.566351374418105,6,6,6,6
Sem Terra,HORIZONTE,CV,-4.0908905,-38.48805250354948,6,6,6,6
Alto da Boa Vista,PACAJUS,CV,-4.1631965,-38.47507524840066,4,6,6,6
Lagoa do Barro,IPARANA,CV,-3.6353495,-38.74018870630511,2,6,7,7
Gato Morto,OLAVO OLIVEIRA,CV,-3.730788,-38.59289516415663,6,6,6,6
CDD,HORIZONTE,CV,-4.125852,-38.50235700826599,4,6,6,6
Goiabeiras ,BARRA DO CEARÁ,CV,-3.6996115,-38.57810312797619,6,6,6,6
invasão,PRAIA DO FUTURO II,CV,-3.774554,-38.4404015420822,2,6,6,6
ÁREA DE INFLUÊNCIA DO PCC,JUAZEIRO DO NORTE,PCC,-7.223516699999999,-39.37378527528241,4,6,8,8
ALTO DA PENHA,CRATO,PCC,-7.24065365,-39.40538481857287,6,6,6,6
VÁRZEA ALEGRE - RUSSAS - PCC,QUIXERE,PCC,-4.928377,-37.968371783126194,5,6,6,6
Comunidade do 5 (Presidente Kennedy),PRESIDENTE KENNEDY,CV,-3.727371,-38.57245743548387,6,6,6,6
AP do Parque Albano,PARQUE ALBANO,CV,-3.7546585,-38.61414536479674,6,6,6,6
Favela do Pacote,ANCURI,CV,-3.8632575,-38.5095429474207,4,6,6,6
Alto Brilhante- Tauá,TAUÁ,PCC,-6.007683,-40.28975190625,4,6,6,6
Boa Vista - Itapipoca ,ITAPIPOCA,PCC,-3.50499,-39.581371006239095,6,6,6,6
Morro Da Macaca,MERUOCA,PCC,-3.670874,-40.37724839133448,6,6,6,6
Beco da Macumba,PACATUBA,TCP/GDE,-3.9927155,-38.61589236769854,6,6,6,6
BURACÃO,SÃO BENTO,CV,-3.8479305,-38.48525798960303,6,6,6,6
Conjunto Nova Metrópole,URUCUTUBA,CV,-3.767627,-38.65806237672796,6,6,6,6
Conjunto Carandiru,CARLITO PAMPLONA,CV,-3.7164685,-38.55519021256039,6,6,6,6
Jaguaribe,JAGUARIBE,TCP/GDE,-5.883336,-38.62190033536585,5,6,9,9
Jatoba,IRACEMA,TCP/GDE,-5.803139,-38.313408198529416,6,6,6,9
Praia Da Baleia,TRAIRI,CV,-3.1511425,-39.438632060490825,6,6,6,10
Bela Vista - Paramoti ,PARAMOTI,CV,-4.095329,-39.24290246064468,4,6,6,6
Fraudes - João Paulo ll,BARROSO,CV,-3.8275445,-38.518162325842695,6,6,6,6
Parque Iracema I,MESSEJANA,MASSA,-3.81634,-38.49369503621208,6,6,6,6
Vila Franco ,SAO BENEDITO,TCP/GDE,-4.043779000000001,-40.86948721155726,6,6,6,6
Cidade Alta,GRAÇA,TCP/GDE,-4.038198,-40.86210686954586,5,6,6,6
Bairro Populares,MAURITI,PCC,-7.381023,-38.77357303144397,4,5,7,7
Bairro do Pedregal (DISPUTA CV X MASSA),FORTIM,MASSA,-4.5788335,-37.79691652041954,4,5,6,6
ILHA - LIMOEIRO DO NORTE - CV,LIMOEIRO DO NORTE,CV,-5.1413025,-38.10391077756084,0,5,6,6
Bairro Rodoviária,TIANGUA,CV,-3.715206,-40.98408594057124,3,5,5,5
BROTOLANCIA - LIMOEIRO DO NORTE,LIMOEIRO DO NORTE,CV,-5.1569455,-38.09994377013213,3,5,5,7
Vila Santa Rita,ITAREMA,CV,-2.9284645,-39.90142453556979,4,5,5,5
Cipó - Caucaia,PARQUE SOLEDADE,CV,-3.702293,-38.70077816623912,4,5,6,6
Rua da Paz,TIANGUA,CV,-3.711623,-40.97811181408507,5,5,5,5
Cidade de Madalena ,MADALENA,PCC,-4.8510175,-39.57499700397544,3,5,7,38
Violete - Itapipoca ,ITAPIPOCA,PCC,-3.4849810000000003,-39.574210264811526,2,5,5,5
São Francisco - Itapipoca ,ITAPIPOCA,PCC,-3.497443,-39.59534242855256,5,5,5,5
Cidade de Catarina ,CATARINA,PCC,-6.13305,-39.8768397821517,5,5,6,19
Pitanga,TIANGUA,PCC,-3.7593195,-40.980851462443866,1,5,5,9
Campo do Laurao ,TIANGUA,CV,-3.7278425,-40.988379997334405,5,5,5,5
Mutirão ,CRATO,CV,-7.244667,-39.41312910392482,5,5,5,5
Bairro José Aurelio Camara,QUIXERAMOBIM,CV,-5.193892999999999,-39.302394623049054,2,5,5,5
Combate - Quixada,QUIXADA,CV,-4.973041,-39.02743308123425,4,5,5,5
Nova Jerusalém - Quixada,QUIXADÁ,CV,-4.995376,-39.012707000000006,4,5,5,6
Alto do Garrote - Caucaia,PARQUE SOLEDADE,CV,-3.691548,-38.70658940863984,2,5,5,5
Distrito de Prainha,AQUIRAZ,CV,-3.903238,-38.34862622984441,5,5,5,5
Jardim do Amor,PARQUE SOLEDADE,CV,-3.737965,-38.712096174182754,5,5,6,6
Emboaça,TRAIRI,CV,-3.2092845,-39.311595482583385,5,5,6,8
Papara,MARANGUAPE,CV,-3.9902285,-38.72711387724474,1,5,6,10
Sitiá,IBICUITINGA,CV,-5.165348,-38.65732281815757,5,5,5,15
JORDÃO,ALCÂNTARAS,PCC,-3.668335,-40.48487357692117,5,5,6,13
Bairro Pedregal- Tauá,TAUÁ,PCC,-6.0101835,-40.285604561271626,5,5,5,5
Camboas - Paraipaba,PARAIPABA,CV,-3.4047635,-39.12289063468998,1,5,5,5
Vila São Rafael,ARACATI,CV,-4.5579205,-37.75770241666667,5,5,5,5
Campinas (Canindé),CANINDÉ,CV,-4.34182,-39.30652030157447,4,5,5,6
Aprazível ,ALCÂNTARAS,PCC,-3.752193,-40.55842584450278,5,5,5,7
Sangradouro ,PIRES FERREIRA,CV,-4.2145995,-40.43333883171709,4,5,5,5
Cidade de Cruz,ACARAÚ,CV,-2.918514,-40.18123818375824,0,5,8,15
Cidade de Marco,MARCO,CV,-3.121187,-40.15386818481595,3,5,7,17
Cidade de Ocara,OCARA,CV,-4.489912500000001,-38.59645293206833,2,5,5,14
Bela Vista,BELA VISTA,CV,-4.348362,-39.30819775248448,3,5,5,5
BETÂNIA,ITAPIPOCA,PCC,-3.27983555,-39.65377068197778,3,5,7,16
Aruaru - Morada Nova,OCARA,CV,-4.5773405,-38.36383952787955,4,5,5,11
Bairro Nossa Senhora de Fátima- Boa Viagem,BOA VIAGEM,PCC,-5.131895,-39.72633738743508,4,5,5,5
Ubaúna - Coreaú ,COREAÚ,PCC,-3.74283,-40.6907057989011,4,5,6,7
Comunidade Do Pombal,BARRA DO CEARÁ,CV,-3.699474,-38.586449119402985,5,5,5,5
Flecheiras,TIANGUA,PCC,-3.741961,-40.99132781837453,5,5,5,5
Residencial Rachel de Queiroz,QUIXADA,CV,-4.9613595,-39.05855305799797,5,5,6,15
Riachinho - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.796618,-39.28910474453571,5,5,5,5
Guarani,SALITRE,CV,-7.077266,-40.38837952374185,5,5,6,6
Santo Antônio- Juazeiro do Norte,JUAZEIRO DO NORTE,CV,-7.215578499999999,-39.32888237889596,5,5,5,5
Ipu,IPU,CV,-4.325563,-40.7113184290795,0,5,10,16
Lagoa Do Mato - Itatira,ITATIRA,CV,-4.6489235,-39.67485336673384,4,5,7,16
Planalto Renascer- Quixadá,QUIXADA,CV,-4.959346,-39.03370209190832,5,5,5,5
Residencial Anacetaba,SÃO GONÇALO DO AMARANTE,CV,-3.594879,-38.96139600635132,3,5,10,14
Cidade de Nova Russas,NOVA RUSSAS,CV,-4.7080175,-40.56549374095322,4,5,9,26
Caio Prado,ITAPIUNA,CV,-4.6521385,-38.94139191462439,4,5,5,5
Bairro Pedreira,PIRES FERREIRA,CV,-4.198684,-40.483361048019816,5,5,6,9
São José ,TRAIRI,CV,-3.292161,-39.26293813845583,5,5,5,5
Mumbaba,MASSAPÊ,CV,-3.572827,-40.34197815455531,5,5,5,7
Loló,GUAIÚBA,CV,-4.0454245,-38.63381014904043,5,5,5,5
Jatobá ,SOBRAL,CV,-3.704791,-40.32839429496403,4,5,5,5
Sao Francisco ,MORADA NOVA,TCP/GDE,-5.100777,-38.36831839045766,4,5,5,5
Alto do Cemitério ,GUAIÚBA,CV,-4.0367945,-38.63262412629758,4,5,5,5
Pinheiro,GUAIÚBA,CV,-4.0391445,-38.63898672167302,5,5,5,5
Antônio Marques,PALMÁCIA,CV,-4.075025999999999,-38.894423414163086,3,5,6,9
Alto Cemitério,MARACANAÚ,CV,-3.886763,-38.68636076771957,4,5,5,5
Santos Dumont,MARACANAÚ,CV,-3.906302,-38.68743913211382,3,5,5,5
Pindoba,EUSÉBIO,CV,-3.8987285,-38.41581033123466,2,5,5,6
CATUMBELA - RUSSAS ,QUIXERE,CV,-4.9424695,-37.98417994810971,5,5,5,5
Morro do QC,QUINTINO CUNHA,CV,-3.7264585,-38.60364852115734,5,5,5,5
Bairro Limoeiro,HORIZONTE,CV,-4.164278,-38.42368517622606,2,5,5,5
Júa - Quixadá,ITAPIÚNA,TCP/GDE,-4.7237860000000005,-38.97290193429773,5,5,5,9
Alto Tiradentes,MORADA NOVA,TCP/GDE,-5.10336,-38.35868606599361,5,5,5,5
Comunidade dos Coqueiros (Complexo da Barra do Ceará),CRISTO REDENTOR,CV,-3.7026005,-38.57047472948717,4,4,4,4
Sítio Estrela,BARROSO,CV,-3.8249455,-38.5137156637618,4,4,4,4
Conjunto Fernando de Noronha,PAUPINA,CV,-3.854103,-38.49101834544062,4,4,4,4
João Alfredo- Santana do Acaraú,SANTANA DO ACARAÚ,CV,-3.4706205,-40.21284249874635,4,4,4,11
Barra Velha,PINDORETAMA,CV,-4.07622,-38.18024897125424,3,4,6,8
Padre Lima,ITAPAJÉ,CV,-3.678193,-39.59029849591098,4,4,4,4
Beco do chocolate ,DIAS MACÊDO,CV,-3.7938475,-38.52946199127413,4,4,4,4
RAMAL DE FLORES - RUSSAS - PCC,LIMOEIRO DO NORTE,PCC,-5.058061,-38.07314989070582,2,4,5,6
CURA,ITAPIPOCA,PCC,-3.30760685,-39.65357933555556,3,4,6,22
MORRO DOURADO - TCP,BREJO SANTO,PCC,-7.47645655,-38.97823755640663,3,4,5,5
Bairro Subestação ,TIANGUA,PCC,-3.743781,-41.00500757532723,4,4,4,4
Varjota - Várzea alegre,VÁRZEA ALEGRE,TCP/GDE,-6.7977405,-39.3012444118485,2,4,4,4
Grossos - Várzea Alegre,VÁRZEA ALEGRE,TCP/GDE,-6.7754205,-39.29154045170455,4,4,4,7
Invasão,BARROSO,CV,-3.830864,-38.51245998542986,4,4,4,4
Vila União,VILA UNIĂO,CV,-3.7742545,-38.52914011469549,4,4,4,4
Cachoeira- Maranguape,MARANGUAPE,CV,-4.0693315000000005,-38.757514762482494,4,4,4,5
Ocupação,ITAITINGA,CV,-3.9651725,-38.52607272576656,4,4,4,4
Comunidade da Balsa,GRANJA PORTUGAL,CV,-3.786074,-38.5946263463785,4,4,4,4
Favela Beira Rio,GRANJA PORTUGAL,CV,-3.7847485,-38.59405871032323,4,4,4,4
Sem Terra,BELA VISTA,CV,-3.748949,-38.56681369233138,4,4,4,4
Estação - Itapipoca ,ITAPIPOCA,PCC,-3.4956445,-39.58349823107818,2,4,4,4
Amontada - Itapipoca ,ITAPIPOCA,PCC,-3.4916105,-39.57794178278927,3,4,4,4
RUSSAS - MIGUEL PEREIRA - PCC,LIMOEIRO DO NORTE,PCC,-5.0442160000000005,-38.044163397644326,1,4,5,5
FLORES - RUSSAS - PCC,LIMOEIRO DO NORTE,PCC,-5.0674645,-38.06272988424519,1,4,4,5
Comunidade Caneco Amassado - Santa Maria,PAUPINA,CV,-3.8609935,-38.49951306904869,4,4,4,4
Comunidade Espaço Verde- Santa Maria,PARQUE SANTA MARIA,CV,-3.8527515,-38.49801548806435,4,4,4,4
Araripe,ARARIPE,PCC,-7.211093,-40.13732116542056,3,4,5,22
Cidade de Itatira,ITATIRA,CV,-4.5296775,-39.62048332957136,3,4,4,8
Taquari de Bonsucesso ,BONSUCESSO,CV,-3.777393,-38.59288034341826,4,4,4,4
Cidade de Meruoca,MERUOCA,CV,-3.5397265,-40.45586562702574,2,4,4,7
Vila Pascoal,TIANGUA,CV,-3.7120885,-40.99376111378439,2,4,6,6
Comunidade da GMC,MONTE CASTELO,CV,-3.724562,-38.55376832319406,4,4,4,4
Recreio - Aurora,AURORA,PCC,-6.9446225,-38.971920571942526,2,4,4,4
João Antero,NOVO ORIENTE,PCC,-5.5350905,-40.77919272892939,4,4,4,4
Conj. Barro Branco 2,CRATO,PCC,-7.248283900000001,-39.38387860189475,4,4,4,4
Conj. Barro Branco 1,JUAZEIRO DO NORTE,PCC,-7.242817,-39.37833585175005,3,4,4,4
Cidade de Moraújo,MORAÚJO,CV,-3.4658865,-40.677670746001226,2,4,4,8
Cidade de Senador Sá,SENADOR SÁ,CV,-3.3491980000000003,-40.465150406197886,3,4,4,5
Maratoan,CRATEÚS,CV,-5.194108,-40.66667704643279,2,4,4,5
GUAJIRU,IPARANA,CV,-3.700857,-38.64231735694133,4,4,4,4
Poço Doce,PARAIPABA,CV,-3.444157,-39.1073884328633,4,4,4,4
COLONIA,CRISTO REDENTOR,CV,-3.7076225,-38.56782090359116,4,4,4,4
Cidrião,DIAS MACÊDO,CV,-3.794775,-38.53037254139414,4,4,4,4
Aldeia,CURIÓ,CV,-3.825103,-38.47486274758781,4,4,4,4
Comunidade São Pedro,BARRA DO CEARÁ,CV,-3.695925,-38.58178900321889,4,4,4,4
Comunidade do Gueto,BARRA DO CEARÁ,CV,-3.7085185,-38.58180144057548,4,4,4,4
Cidade de Piquet Carneiro,PIQUET CARNEIRO,PCC,-5.8052485,-39.41787611542664,2,4,5,13
Corrego,TIANGUA,PCC,-3.7083925,-40.97600362165458,4,4,4,5
Comunidade Do Canal ,ITAPIPOCA,PCC,-3.48903,-39.58481660505837,2,4,4,4
Alfa Vile,OLAVO OLIVEIRA,CV,-3.72813,-38.59408776083277,4,4,4,4
Rua da Lama,PLANALTO AYRTON SENNA,CV,-3.838998,-38.567997326475655,4,4,4,4
São José ,IPAPORANGA,CV,-4.906304,-40.76492811791929,4,4,6,8
Aldeia,SAPIRANGA / COITÉ,CV,-3.804847,-38.45562713454608,2,4,4,4
Taquara - Caucaia,URUCUTUBA,CV,-3.819832,-38.66204813641304,2,4,4,4
Beco do Canal - Maraponga,JARDIM CEARENSE,CV,-3.7995965,-38.56241922297074,4,4,4,4
Conjunto Tatumandé,SIQUEIRA,CV,-3.8017285,-38.6154676928161,4,4,4,4
Comunidade do Sem Terra da Sapiranga,SAPIRANGA / COITÉ,CV,-3.7909825,-38.46117856393377,2,4,4,4
Antonina do Norte,ANTONINA DO NORTE,PCC,-6.7743495,-39.9889131724232,2,4,6,8
Bairro Bezerra de Sousa- Tauá,TAUÁ,PCC,-6.0069165,-40.2823017945946,3,4,5,5
SALGADOS DOS MACHADOS,SOBRAL,PCC,-3.776194,-40.34236885245902,4,4,5,5
São Bento- Crato,CRATO,PCC,-7.213841,-39.39064457532854,4,4,5,5
Vila Alta/ Brejo- Crato,CRATO,PCC,-7.220417,-39.40929756626666,2,4,4,4
Final da Linha,FLORESTA,CV,-3.7173645,-38.57771497763864,4,4,4,4
Quadra G,SALITRE,CV,-7.075645,-40.36778131936801,3,4,4,4
Bairro da Baixa,SANTANA DO ACARAÚ,CV,-3.461827,-40.20789131083991,4,4,4,4
Olinda Ubajara - Tianguá ,UBAJARA,CV,-3.8350665,-40.97155957848392,2,4,6,8
Ribeira ,AQUIRAZ,CV,-3.980903,-38.440728192512765,4,4,6,6
Patos,ITAREMA,CV,-3.0038295,-39.74979099260487,3,4,7,13
VILA 3 MARIAS,JUAZEIRO DO NORTE,CV,-7.1764487500000005,-39.30967887432216,0,4,4,4
CABELO DE NEGO - RUSSAS ,QUIXERE,CV,-4.939201000000001,-37.98826392372881,4,4,4,4
Beco Do Cu,SAPIRANGA / COITÉ,CV,-3.7952125,-38.46808265733376,4,4,4,4
Granja Portugal,GRANJA PORTUGAL,CV,-3.7789495,-38.60260644707184,4,4,4,4
Alto do Bode - Redenção,REDENÇÃO,CV,-4.231588,-38.72627876361936,4,4,4,4
Vila Nova,JUAZEIRO DO NORTE,PCC,-7.2004075,-39.27148644132805,4,4,4,6
Boa Vista,ASSARÉ,PCC,-6.8658205,-39.86788959606691,4,4,4,4
Favela da Coruja,ASSARÉ,PCC,-6.863115,-39.86619308057294,2,4,6,6
Comunidade Panamirim ,IPARANA,CV,-3.646347,-38.71402247760642,4,4,6,6
Uruca,SAPIRANGA / COITÉ,CV,-3.7969675,-38.46084647227488,4,4,4,4
Portelinha,SAPIRANGA / COITÉ,CV,-3.798961,-38.46518591217311,4,4,4,4
Cidade Nova,CIDADE NOVA,CV,-3.801216,-38.46523677387084,4,4,4,4
Pisarreira ou Jardim Novo Paraíso,SAPIRANGA / COITÉ,CV,-3.7994965,-38.4698706068198,4,4,4,4
Favela da Mana ou Sem Terra,PREFEITO JOSÉ WALTER,CV,-3.83302,-38.53288051520308,2,4,4,4
Comunidade GNG,ITAPERI,CV,-3.782321,-38.54838383725255,4,4,4,4
Campo do Sobral,BARROSO,CV,-3.812781,-38.51680202702703,4,4,4,4
Recanto,MERUOCA,CV,-3.669482,-40.34107531125159,4,4,4,4
Comunidade do Torino,BARROSO,CV,-3.8313705,-38.51574001868753,4,4,4,4
Comunidade do Alto - Santa fé,ANCURI,CV,-3.858209,-38.50679025,4,4,4,4
P.F,EUSÉBIO,CV,-3.8647,-38.447084981329695,4,4,4,4
Pau da Veia,DOM LUSTOSA,CV,-3.749848,-38.58983375357711,4,4,4,4
Travessa Flamengo,AEROLÂNDIA,CV,-3.770385,-38.51593224872286,4,4,4,4
Morro Do Santiago,BARRA DO CEARÁ,CV,-3.698203,-38.58549661503002,4,4,4,4
Novo Aquiraz,AQUIRAZ,CV,-3.9296495,-38.38595344464308,4,4,4,4
Comunidade das Casinhas - Paupina,PAUPINA,CV,-3.852036,-38.49046251454561,4,4,4,4
Ararinha - Varjota,PIRES FERREIRA,CV,-4.201653,-40.47587390186916,1,4,5,5
Cabatan,PARQUE SOLEDADE,CV,-3.727409,-38.670449871271934,2,4,4,4
Itambé II,PARQUE SOLEDADE,CV,-3.7290515,-38.64584930650723,4,4,6,6
Distrito de Iratinga,ITAPAJÉ,CV,-3.7373185,-39.54862083442811,4,4,5,14
Tangueira,MARACANAÚ,CV,-3.8968545,-38.677531351679576,3,4,6,6
Parque Estrela,PARQUE SOLEDADE,CV,-3.7047105,-38.6637196581712,4,4,4,4
Rampa,SERRINHA,CV,-3.7852855,-38.54509120136496,4,4,4,4
Bairro Santa Fé,ANCURI,CV,-3.8643895,-38.50513153572739,4,4,4,4
Condomínios,MARECHAL RONDON,CV,-3.778231,-38.63266647563515,2,4,4,4
Peixinhos - Canaã,TRAIRI,CV,-3.2253905,-39.34759253656172,2,4,4,5
Morro do Pilão (Complexo do Vicente Pinzon),VICENTE PINZÓN,CV,-3.729608,-38.47487346486719,4,4,4,4
Periferia de Canoa Quebrada,ARACATI,CV,-4.5277555,-37.70335435553847,4,4,5,6
Residencial São Sebastião,JUAZEIRO DO NORTE,CV,-7.231545499999999,-39.27051656156337,2,4,6,9
Canindezinho,CANINDEZINHO,CV,-3.7281915,-38.67908577286765,4,4,4,4
Planalto Caucaia,PARQUE SOLEDADE,CV,-3.744521,-38.66299316265494,4,4,4,4
Japuara- Caucaia,PARQUE SOLEDADE,CV,-3.682892,-38.743467023453945,2,4,4,4
Capuan,PARQUE SOLEDADE,CV,-3.736021,-38.69616125683797,4,4,4,4
Jardim Planalto ,PARQUE SOLEDADE,CV,-3.741775,-38.7051107423844,2,4,4,5
Vila União ,VILA UNIĂO,CV,-3.6807245,-40.37144470510096,4,4,4,4
Tanubapa,CAUCAIA,CV,-3.643064,-38.77079091446767,3,4,11,23
Ararendá,ARARENDÁ,CV,-4.751500500000001,-40.8314358360752,2,4,4,4
Castelo Encantado (Complexo do Vicente Pinzon),CAIS DO PORTO,CV,-3.7217065,-38.47433137931302,2,4,4,4
Conj. São Pedro - Complexo Do Vicente Pizon ,VICENTE PINZÓN,CV,-3.725682,-38.46950577407932,4,4,4,4
Aps do Inferninho - Vila Velha,VILA VELHA,CV,-3.718911,-38.60434230356078,4,4,4,4
Carrascal- Quixadá,QUIXADA,CV,-4.9665775,-39.036345666520525,3,4,4,4
Travessa do Mal,PANAMERICANO,CV,-3.7572575,-38.56710435678509,4,4,4,4
COHAB II,SOBRAL,CV,-3.7139393,-40.33607099785357,4,4,4,4
Comunidade da Feira - Jurema,GUADALAJARA,CV,-3.769947,-38.61793527703985,4,4,4,4
Campo Grande,URUCUTUBA,CV,-3.7722795,-38.68240725468054,4,4,8,9
Comunidade do Pom,EDSON QUEIROZ,CV,-3.772147,-38.46806158489106,4,4,4,4
Comunidade da Carroça,BONSUCESSO,CV,-3.778679,-38.58943433152045,4,4,4,4
Mingau - Caucaia,CAUCAIA,CV,-3.8249425,-38.73814549823004,2,4,4,4
Alto do Cemitério ,CAMOCIM,CV,-3.1213300000000004,-40.83161687278737,4,4,4,4
CDD - CIDADE DOS DOIDOS,VICENTE PINZÓN,CV,-3.730716,-38.4687311510676,4,4,4,4
Trilho do Carlito,CARLITO PAMPLONA,CV,-3.7204655,-38.55662333170015,4,4,4,4
Lagoa Seca- Juazeiro do Norte,JUAZEIRO DO NORTE,CV,-7.2478775,-39.32519391494628,0,4,6,6
VILA ROSÂNGELA,PARQUE SĂO JOSÉ,CV,-3.79828525,-38.58559117393855,4,4,4,4
Areia Grossa (Complexo do Pirambu),PIRAMBU,CV,-3.708434,-38.55405555205884,4,4,4,4
Cacimba Funda - Aracati,ICAPUÍ,CV,-4.861095000000001,-37.4592224176931,4,4,5,9
Distrito de Campo Novo,FORQUILHA,CV,-3.8281895,-40.251449191105,2,4,6,9
JAIBARAS CV,CARIRE,CV,-3.78693315,-40.49855935,4,4,4,5
Beco do Porte,PARANGABA,CV,-3.77914,-38.569562657660455,4,4,4,4
Distrito de Antônio Diogo,REDENÇÃO,CV,-4.3179765,-38.74225655061949,1,4,5,9
Lama Seca,BARRA DO CEARÁ,CV,-3.7066515,-38.58463176679583,4,4,4,4
Conj. Palmares,MARECHAL RONDON,CV,-3.7827905,-38.62902943413391,4,4,4,4
Comunidade da Vertical (Complexo da Rosalina),PASSARÉ,CV,-3.8093845,-38.53887032601318,4,4,4,4
Comunidade Do Coroa,GENIBAÚ,CV,-3.7577655,-38.60043032687166,4,4,4,4
Beira Rio - Genibaú,JOÃO XXIII,CV,-3.7677405,-38.59569772823357,4,4,4,4
Parque Guadalajara ,GUADALAJARA,CV,-3.7577155,-38.61816230992216,4,4,4,4
Primeiro de Abril ,BONSUCESSO,CV,-3.782222,-38.59104936738599,4,4,4,4
Gustavo Sampaio,BATURITE,CV,-4.33078,-38.87360305103588,4,4,4,4
Jesuítas,BATURITE,CV,-4.330246499999999,-38.88573083650012,4,4,4,4
Conselheiro Estilita,BATURITE,CV,-4.3344575,-38.88207040882591,4,4,4,4
Loteamento,CONJUNTO PALMEIRAS,CV,-3.85353,-38.525712957811095,4,4,4,4
Rua da Feira,CONJUNTO PALMEIRAS,CV,-3.846491,-38.52632224262972,4,4,4,4
ÁREA DE GUERRA,CONJUNTO PALMEIRAS,CV,-3.847518,-38.52414552025152,4,4,4,4
São João Do Queiroz,QUIXADA,TCP/GDE,-4.799996,-38.88656801419559,4,4,4,4
Potira,GUADALAJARA,CV,-3.757899,-38.624080248793234,4,4,4,4
Alto Da Boa Vista,MONSENHOR TABOSA,CV,-4.7936605,-40.06188294640419,4,4,4,4
Pracinha - Santa Maria ,PARQUE SANTA MARIA,CV,-3.852711,-38.50109029662005,4,4,4,4
Comunidade Do HK - Santa Maria ,PARQUE SANTA MARIA,CV,-3.856484,-38.50214784606848,4,4,4,4
Comunidade Do Santa Maria ,PARQUE SANTA MARIA,CV,-3.858137,-38.500460370399736,4,4,4,4
PBT - Jardim América,JARDIM AMÉRICA,CV,-3.7505325,-38.539231756991214,2,4,4,4
Araticum,FRECHEIRINHA,CV,-3.8141495,-40.87909013829787,2,4,5,10
Comunidade do Cais,CAIS DO PORTO,CV,-3.717933,-38.475930779968806,4,4,4,4
Beco Planaltina,PLANALTO AYRTON SENNA,CV,-3.837445,-38.5721934375,4,4,4,4
Taperuaba,IRAUÇUBA,CV,-4.0807465,-39.94645465597015,3,4,8,11
