global_rank,micronode_id,score,bairro,regional,faction,longitude,latitude,local_street_pressure,nearby_streets_count,nearby_streets
156,Novo Parque Iracema - Alto do João Grande,60.079,MARACANAÚ,interior,CV,-38.68869488461538,-3.914271307692306,5.647,16,RUA CAETANO RODRIGUES; NOVO PARQUE IRACEMA - ALTO DO JOÃO GRANDE; RUA MANOEL DUARTE MESQUITA
157,Favelinha- Granja Lisboa,59.981,GRANJA LISBOA,capital,CV,-38.620311333333326,-3.7923985333333334,9.4,42,FAVELINHA- GRANJA LISBOA; COMUNIDADE FORRÓ DO MEU; ALTO DA PAZ
158,Maracananzinho,59.927,MARACANAÚ,rmf,CV,-38.634940125,-3.86622125,3.823,13,MARACANANZINHO; RESIDENCIAL/JABUTI - MARACANAÚ; PIRATININGA
159,Urucara,59.831,MARACANAÚ,rmf,CV,-38.69336123255813,-3.92572665116279,3.787,9,URUCARA; RUA ALBERTO LOPES; ALTA DELTA
160,Comunidade do Pau Serrado,59.756,MARACANAÚ,rmf,CV,-38.65339042307692,-3.864550807692308,3.603,10,COMUNIDADE DO PAU SERRADO; MUTIRÃO; RUA PEDRO ALVES DA CUNHA
161,Mutirão,59.753,MARACANAÚ,rmf,CV,-38.65055952173912,-3.8635063478260885,3.706,8,MUTIRÃO; COMUNIDADE DO PAU SERRADO; LUZARDO VIANA
162,COHAB I,59.639,SOBRAL,interior,CV,-40.333028222222225,-3.7090693333333338,4.285,12,COHAB I; SINHÁ SABOIA; JATOBÁ
163,COHAB II,59.624,SOBRAL,interior,CV,-40.3318,-3.7005100400000015,4.085,12,COHAB II; RUA 8; JATOBÁ
164,CR,59.554,GRANJA LISBOA,capital,CV,-38.629605555555564,-3.7868475000000004,6.186,30,CR; CONJUNTO LEONEL BRIZOLA; COMUNIDADE RAQUEL
165,Conjunto Leonel Brizola,59.509,GRANJA LISBOA,capital,CV,-38.62446463636364,-3.781710181818182,8.739,39,CONJUNTO LEONEL BRIZOLA; CAIC; CR
166,Multirão - Maracanaú,59.392,MARACANAÚ,rmf,CV,-38.6379594,-3.8894543999999995,3.583,11,MULTIRÃO - MARACANAÚ; RUA LUIS GIRÃO; GRUTA - COLÔNIA
167,Quadras do Luzardo Viana,59.364,MARACANAÚ,rmf,CV,-38.64728139999999,-3.8665042400000003,3.546,10,QUADRAS DO LUZARDO VIANA; MUTIRÃO; COMUNIDADE DO PAU SERRADO
168,Portelinha,59.143,MARACANAÚ,rmf,CV,-38.669094090909084,-3.866796590909091,3.493,11,PORTELINHA; ÁREA VERDE - NOVO MARANGUAPE I; RUA RAIMUNDO PACHÊCO
169,Cidade de Deus - Área Seca,59.03,MARACANAÚ,interior,CV,-38.66095119999999,-3.8752303999999995,5.209,14,CIDADE DE DEUS - ÁREA SECA; RUA RAIMUNDO INÁCIO DA SILVA; ÁREA SECA
170,Piraporã,58.875,MARACANAÚ,rmf,CV,-38.695714363636355,-3.8916036818181823,3.35,9,PIRAPORÃ; BECO DO BURACO - VILA SÃO JOSÉ - ALTO DO CAJUEIRO; VILA SÃO JOSÉ
171,Horto,58.512,MARACANAÚ,rmf,CV,-38.62115735294117,-3.9076130000000004,2.705,7,HORTO; RUA ANTÔNIO FRANCISCO; PLANALTO VERDE
172,Serra Pelada,58.488,MARACANAÚ,rmf,CV,-38.69774353125,-3.9165278437500004,3.161,8,SERRA PELADA; NOVO PARQUE IRACEMA - ALTO DO JOÃO GRANDE; ALTA DELTA
173,Residencial/Jabuti - Maracanaú,58.014,MARACANAÚ,capital,CV,-38.631274937499995,-3.8572706875,2.862,9,RESIDENCIAL/JABUTI - MARACANAÚ; RESIDENCIAL LL; RUA 15
174,Colônia - (Em Disputa),58.012,MARACANAÚ,interior,CV,-38.635009172413795,-3.884029758620689,4.193,13,COLÔNIA - (EM DISPUTA); ALTO DA MANGUEIRA - MARACANAÚ; RUA LUIS GIRÃO
175,COHAB II,57.916,SOBRAL,interior,CV,-40.33633494444444,-3.713177955555556,3.007,8,RUA FRANCISCO RODRIGUES DA COSTA; RUA JOSÉ RADIER DE SOUSA; SINHÁ SABOIA
176,Área Verde - Novo Maranguape I,57.833,MARACANAÚ,interior,CV,-38.67124333333333,-3.871072666666667,3.936,14,ÁREA VERDE - NOVO MARANGUAPE I; PORTELINHA; RUA RAIMUNDO PACHÊCO
177,Comunidade Raquel,57.775,GRANJA LISBOA,capital,CV,-38.625964599999996,-3.7930326,6.796,29,COMUNIDADE RAQUEL; FAVELINHA- GRANJA LISBOA; COMUNIDADE FORRÓ DO MEU
178,Mucunã - Maracanaú,57.7,MARACANAÚ,rmf,CV,-38.65635572549021,-3.8460578431372547,2.35,7,MUCUNÃ - MARACANAÚ; ALTO DA ALVORADA - MUCUNÃ; PAPOCO - MUCUNÃ
179,Papoco - Mucunã,57.465,MARACANAÚ,interior,CV,-38.651285586206896,-3.8522155862068974,3.863,12,PAPOCO - MUCUNÃ; RUA JOSÉ R. DE FREITAS; RUA PEDRO ALVES DA CUNHA
180,Granja,56.839,GRANJA,rmf,CV,-38.46301473529411,-4.190890470588236,1.292,3,GRANJA; CUMARU; BANGUÊ I
181,Timonha,56.833,GRANJA,interior,CV,-41.13412041463415,-3.257955634146341,1.794,3,TIMONHA; RUA NOVA AURORA; RUA DA ALEGRIA
182,SALGADOS DOS MACHADOS,56.803,SOBRAL,interior,PCC,-40.34261556716418,-3.7766170597014934,2.113,3,SALGADOS DOS MACHADOS; RUA JOAQUIM TEOTÔNIO; RUA DO MILA
183,Velho Timbó,56.746,MARACANAÚ,rmf,CV,-38.59954907692308,-3.9067746923076925,1.362,4,VELHO TIMBÓ; AVENIDA JOSÉ GUILHERME; AVENIDA B
184,Gruta - Colônia,56.237,MARACANAÚ,interior,CV,-38.641463422222216,-3.8852641999999986,3.027,8,GRUTA - COLÔNIA; MULTIRÃO - MARACANAÚ; RUA ANA PAULA DE MORAIS
