global_rank,micronode_id,score,bairro,regional,faction,longitude,latitude,local_street_pressure,nearby_streets_count,nearby_streets
13,Mutirão,80.361,JUAZEIRO DO NORTE,interior,PCC,-39.34112122222222,-7.235104000000001,5.191,13,MUTIRÃO; RUA Mᵃ. GENEROSA DE ALMEIDA; RUA JOSÉ ROMEIRO FEIJOEIRO
14,Salesianos,80.294,JUAZEIRO DO NORTE,interior,CV,-39.32501874468086,-7.209594425531915,5.171,16,SALESIANOS; AVENIDA PADRE CÍCERO; RUA FISCAL JOSÉ SOARES
15,Comunidade da Portelinha- Messejana,80.244,MESSEJANA,capital,MASSA,-38.4925862,-3.818338,14.634,54,COMUNIDADE DA PORTELINHA- MESSEJANA; RUA NICOLAU COELHO; RUA VILAMAR DAMASCENO
16,Timbaúba,80.167,JUAZEIRO DO NORTE,interior,PCC,-39.301542184210525,-7.2154447631578975,4.97,15,TIMBAÚBA; RUA ASSIS DIAS SOBREIRA; AREA SEM NOME
17,Baixa da Raposa,79.799,JUAZEIRO DO NORTE,interior,PCC,-39.33474714285715,-7.260922428571429,5.013,8,BAIXA DA RAPOSA; RUA ANTÔNIO CORTÊZ DE ALENCAR; RUA RENAN CARVALHO
18,Beco da Maravilha,79.753,MESSEJANA,capital,CV,-38.488959,-3.8290662500000003,13.879,55,BECO DA MARAVILHA; RUA DOUTOR JOAQUIM BENTO; RUA SANTO EXPEDITO
19,Comunidade da Conquista,79.721,MESSEJANA,capital,MASSA,-38.493964181818185,-3.8212205454545454,13.598,51,RUA LETÍCIA; COMUNIDADE DA CONQUISTA; RUA VILAMAR DAMASCENO
20,Sítios Novos- Caucaia,79.71,CAUCAIA,rmf,CV,-38.95021675,-3.7455504687499994,2.021,4,SÍTIOS NOVOS- CAUCAIA; RUA BOA ESPERANÇA; ESTRADA PARÁ AGRIVILA
21,Alto,79.698,JUAZEIRO DO NORTE,interior,CV,-39.312726875,-7.205163812500001,4.784,15,ALTO; ERRO_API_KEY; RUA DO SEMINÁRIO
22,Coité Pedreira,79.663,CAUCAIA,rmf,CV,-38.744439309523806,-3.7462188095238096,3.092,5,COITÉ PEDREIRA; TRAVESSA DO PROFESSOR; RUA MARIA DO PATROCÍNIO
23,Comunidade dos Cariocas - Caucaia,79.547,MARECHAL RONDON,rmf,CV,-38.63100255555556,-3.7793906666666666,3.429,8,COMUNIDADE DOS CARIOCAS - CAUCAIA; CONDOMÍNIOS; CAJUEIROS
24,Parque Iracema I,79.471,MESSEJANA,capital,MASSA,-38.49328105882353,-3.8167911176470586,12.974,51,PARQUE IRACEMA I; COMUNIDADE DA PORTELINHA- MESSEJANA; RUA NICOLAU COELHO
25,Japuara- Caucaia,79.242,PARQUE SOLEDADE,rmf,CV,-38.747452042553206,-3.682344829787234,1.572,4,AVENIDA RAPOSO TAVARES; JAPUARA- CAUCAIA; RUA MARIA LUIZA SOARES
26,LAGOA SECA,78.995,MESSEJANA,capital,CV,-38.49977998888889,-3.8235137666666668,11.667,53,LAGOA SECA; RUA JURITI; RUA SANTA CLARA DE ASSIS
27,Bairro da Malvinas - Barbalha,78.849,JUAZEIRO DO NORTE,interior,CV,-39.28155913636363,-7.303047386363636,2.451,7,BAIRRO DA MALVINAS - BARBALHA; AV. LUIZ GONZAGA; RUA P-18
28,Primavera,78.808,CAUCAIA,rmf,CV,-38.82577786363637,-3.7108689090909093,2.793,4,PRIMAVERA; RUA VALESCA; RUA ANTÔNIO BRASILEIRO
29,Distrito de Matuões,78.798,CAUCAIA,interior,CV,-38.82523231428571,-3.588355628571428,2.128,5,RUA JOSÉ PAULINO ALVES; DISTRITO DE MATUÕES; RUA ANTONIO BRASILEIRO
30,Tanubapa,78.768,CAUCAIA,rmf,CV,-38.7704654054054,-3.6430006756756748,2.3,3,TANUBAPA; TRAVESSA JEOVÁ; RUA FCO. JEOVÁ DA MOTA
31,VILA FATIMA,78.692,JUAZEIRO DO NORTE,interior,PCC,-39.29991402222222,-7.207199266666667,3.328,11,VILA FATIMA; AREA SEM NOME; RUA ASSIS DIAS SOBREIRA
32,Bairro Limoeiro,78.649,JUAZEIRO DO NORTE,interior,CV,-39.30056788235294,-7.224925588235293,3.733,11,BAIRRO LIMOEIRO; RUA MAJOR GONÇALO MUNDO; TIMBAÚBA
33,Taquara - Caucaia,78.518,URUCUTUBA,rmf,CV,-38.663501657142845,-3.822248923809524,0.964,2,RODOVIA RAIMUNDO PESSOA DE ARAÚJO; TAQUARA - CAUCAIA
34,ÁREA DE INFLUÊNCIA DO PCC,78.491,JUAZEIRO DO NORTE,interior,PCC,-39.374815468181815,-7.225181972727273,2.435,6,ÁREA DE INFLUÊNCIA DO PCC; RUA DOUTOR FRANCISCO ESMERALDO DE MELO; RUA PEDRO GOMES DE NORÕES
35,Planalto Caucaia,78.433,PARQUE SOLEDADE,rmf,CV,-38.662789479999994,-3.7458330000000006,2.71,7,PLANALTO CAUCAIA; RUA 107; NOVA CIGANA
36,São José,78.367,JUAZEIRO DO NORTE,interior,CV,-39.34910941666667,-7.229535208333334,3.237,9,SÃO JOSÉ; TRAVESSA SÃO JOSÉ; AVENIDA CICERO GONÇALVES
37,Socorro,77.931,JUAZEIRO DO NORTE,interior,CV,-39.32336263888889,-7.202973916666666,3.161,11,SOCORRO; SALESIANOS; AVENIDA PADRE CÍCERO
38,Planalto Caucaia,77.914,PARQUE SOLEDADE,rmf,CV,-38.6664246,-3.7444564999999996,2.516,7,AVENIDA CONTÔRNO NORTE; CONDOMÍNIO PABUSSU; RUA 107
39,Conj. Barro Branco 1,77.912,JUAZEIRO DO NORTE,interior,PCC,-39.378038200000006,-7.2435856,3.251,7,CONJ. BARRO BRANCO 1; RUA PEDRO AGOSTINHO DE SOUSA; RUA 05 ERNANDO RIBEIRO DA CRUZ
40,Bulandeira - Barbalha,77.909,JUAZEIRO DO NORTE,interior,CV,-39.31173175,-7.293588833333332,1.712,4,BULANDEIRA - BARBALHA; AVENIDA PAULO MARQUÊS; RUA PROJETADA | M
41,Campo Alegre,77.829,JUAZEIRO DO NORTE,interior,CV,-39.287976138888894,-7.2508061111111095,2.724,7,CAMPO ALEGRE; RUA JOÃO PEREIRA DE CARVALHO; RUA FRANCISCO MEDEIROS DA SILVA
42,Mingau - Caucaia,77.75,CAUCAIA,rmf,CV,-38.737788392857134,-3.825179428571428,2.447,4,MINGAU - CAUCAIA; RUA MINGUAU; RUA ALTO DAS CAMPINAS
43,SÃO JOSÉ X COM JN,77.677,JUAZEIRO DO NORTE,interior,CV,-39.363320996296295,-7.234312781481482,2.623,6,SÃO JOSÉ X COM JN; RUA PADRE FREDERICO; RUA JOÃO AVELINO SOARES
44,Pedrinhas,77.646,JUAZEIRO DO NORTE,interior,PCC,-39.27631445,-7.199595775000001,2.344,5,RUA ANA MARIA DE OLIVEIRA; PEDRINHAS; VILA NOVA
45,Cemitério,77.45,MESSEJANA,capital,CV,-38.4924548,-3.836622866666667,9.963,41,RUA COPÉRNICO; CEMITÉRIO; TRAVESSA MARIO BARCELOS
46,Sítio Estrela - Barbalha,77.339,JUAZEIRO DO NORTE,interior,CV,-39.26650672413793,-7.279947310344825,1.448,2,SÍTIO ESTRELA - BARBALHA; PRAÇA MARIA FELICIO
47,MATA DOS LIMAS,77.208,JUAZEIRO DO NORTE,interior,CV,-39.32526368666666,-7.279065693333334,0.922,1,MATA DOS LIMAS
48,Bertolândia,77.156,JUAZEIRO DO NORTE,interior,CV,-39.28222486666667,-7.2311659666666666,1.665,3,BERTOLÂNDIA; RESIDENCIAL NOSSA SENHORA DAS DORES - JUAZEIRO DO NORTE; RESIDENCIAL SÃO SEBASTIÃO
49,Boqueirão- Caucaia,77.116,CAUCAIA,rmf,CV,-38.766643676470586,-3.725872588235294,1.964,3,BOQUEIRÃO- CAUCAIA; RUA JOSÉ ROCHA CRISÓSTOMO; RUA MANOEL RODRIGUES DE LIMA
50,Cipó - Caucaia,77.012,PARQUE SOLEDADE,rmf,CV,-38.69940679310345,-3.7020965517241384,1.993,4,CIPÓ - CAUCAIA; AVENIDA AMARO RODRIGUES DOS SANTOS; RUA JOSÉ ALVES BEZERRA
51,Alto da Raposa,76.468,CAUCAIA,rmf,CV,-38.759018437499996,-3.7043610624999994,1.9,3,ALTO DA RAPOSA; RUA CAMARÁ 2; CAMARÁ
52,Alto do Garrote - Caucaia,76.46,PARQUE SOLEDADE,rmf,CV,-38.70540721428572,-3.6928268571428573,1.715,3,RUA JOAQUIM GADELHA; ALTO DO GARROTE - CAUCAIA; RUA ZEZITO PONTES
53,JARANDRAGOEIRA,76.439,CAUCAIA,rmf,CV,-38.74641870588235,-3.8078237176470586,1.683,2,JARANDRAGOEIRA; POVOADO JARANDRAGOEIRA
54,Arianópolis - Caucaia,76.42,URUCUTUBA,rmf,CV,-38.64739823809524,-3.767287619047619,0.707,2,ARIANÓPOLIS - CAUCAIA; COMUNIDADE DA VACARIA - ARATURI
55,Mangabeira- Caucaia,76.329,CAUCAIA,rmf,CV,-38.753065533333334,-3.6610709333333338,0.488,1,MANGABEIRA- CAUCAIA
56,Campo do Urubu - Caucaia,76.314,PARQUE SOLEDADE,rmf,CV,-38.667880000000004,-3.7186306,1.789,4,CAMPO DO URUBU - CAUCAIA; ITAPOA; RUA JOAO DE SALES FILHO
57,Camará,76.224,CAUCAIA,rmf,CV,-38.74877465,-3.6997147499999996,0.825,2,CAMARÁ; ALTO DA RAPOSA
58,Comunidade Madureira - Caucaia,75.747,PARQUE SOLEDADE,rmf,CV,-38.652227875,-3.719691125,1.548,3,COMUNIDADE MADUREIRA - CAUCAIA; PADRE ROMUALDO; RUA ITAMBE
59,Mingau ll,75.611,CAUCAIA,rmf,CV,-38.72749604761904,-3.8136852380952373,1.211,2,MINGAU LL; MINGAU - CAUCAIA
60,Santa Rosa- Caucaia,75.6,CAUCAIA,rmf,CV,-38.78958215094341,-3.694259094339621,1.161,1,SANTA ROSA- CAUCAIA
61,Parque Veraneio - Caucaia,75.356,IPARANA,rmf,CV,-38.65913514285713,-3.684865,1.314,2,PARQUE VERANEIO - CAUCAIA; CONDOMÍNIO SÃO PAULO E SÃO PEDRO
62,Boqueirão - Caucaia,75.169,CAUCAIA,rmf,CV,-38.87538952941177,-3.7468802352941175,1.226,1,BOQUEIRÃO - CAUCAIA
63,Tucunduba,74.891,CAUCAIA,rmf,CV,-38.753029229166664,-3.8719210208333323,0.984,1,TUCUNDUBA
64,Distrito de Bolso,74.888,CAUCAIA,rmf,CV,-38.85515045161291,-3.619330677419356,0.554,1,DISTRITO DE BOLSO
65,Toco- Caucaia,74.773,URUCUTUBA,rmf,CV,-38.67696664583333,-3.7788568333333337,0.308,1,TOCO- CAUCAIA
66,Língua da Cobra,74.547,CAUCAIA,rmf,CV,-38.78185689189189,-3.841368378378378,0.766,1,LÍNGUA DA COBRA
67,Carrapicho- Caucaia,74.54,URUCUTUBA,rmf,CV,-38.686855,-3.782990586206896,0.625,1,CARRAPICHO- CAUCAIA
68,Bom Jesus - Caucaia,73.911,PARQUE SOLEDADE,rmf,CV,-38.67954290909092,-3.714925909090909,0.522,1,BOM JESUS - CAUCAIA
69,Santa Rosa- Messejana,73.661,COAÇU,capital,CV,-38.474496326530605,-3.8467255510204077,3.062,9,SANTA ROSA- MESSEJANA; RUA ZUMBI; COMUNIDADE PÔR DO SOL
70,Comunidade do Serrote - Messejana,72.9,PARQUE SANTA MARIA,capital,CV,-38.49207783333333,-3.842039083333333,3.594,13,COMUNIDADE DO SERROTE - MESSEJANA; RUA COPÉRNICO; CEMITÉRIO
71,Residencial ll,58.6,MARACANAÚ,capital,CV,-38.63555228571428,-3.8542941428571424,2.98,14,RESIDENCIAL LL; RESIDENCIAL/JABUTI - MARACANAÚ; RUA VINTE E UM
72,Jenipapeiro,57.944,MARACANAÚ,capital,CV,-38.61721165789474,-3.85803897368421,3.788,17,JENIPAPEIRO; NOVO MARACANAÚ; SANTO SATIRO
73,Favela do Bical,48.536,BARRA DO CEARÁ,capital,CV,-38.57510290909091,-3.7048302727272726,26.786,95,FAVELA DO BICAL; CONDOMÍNIO DA 6 (COMPLEXO DA BARRA DO CEARÁ); FAVELA DA CIRANDAR
74,Comunidade Olical,47.975,BARRA DO CEARÁ,capital,CV,-38.575221600000006,-3.7098970000000002,26.02,100,COMUNIDADE OLICAL; RUA GRAÇA ARANHA; CONJUNTO CIDADE DE DEUS OU CDD
75,Favela da Cirandar,47.892,BARRA DO CEARÁ,capital,CV,-38.5738459375,-3.7034288125000003,25.808,91,FAVELA DA CIRANDAR; FAVELA DA 3P; COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ)
76,Condomínio da 6 (Complexo da Barra do Ceará),47.802,BARRA DO CEARÁ,capital,CV,-38.575895125,-3.703581625,25.746,88,CONDOMÍNIO DA 6 (COMPLEXO DA BARRA DO CEARÁ); COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ); FAVELA DO BICAL
77,Morro da Colônia (Complexo da Barra do Ceará),47.711,CRISTO REDENTOR,capital,CV,-38.571580375,-3.7052915,25.47,94,RUA JOSÉ LUÍS NETO; RUA TAMBAÚ; MORRO DA COLÔNIA (COMPLEXO DA BARRA DO CEARÁ)
78,Comunidade do Cimpelco (Complexo da Barra do Ceará),47.47,BARRA DO CEARÁ,capital,CV,-38.57488875000001,-3.702525750000001,25.158,88,COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ); 4 VARAS; FAVELA DA CIRANDAR
79,Conjunto Cidade de Deus ou CDD,47.347,BARRA DO CEARÁ,capital,CV,-38.57768966666667,-3.711623733333333,24.986,97,CONJUNTO CIDADE DE DEUS OU CDD; COMUNIDADE GRAFITEIROS; COMUNIDADE OLICAL
80,6 Companheiros,47.162,BARRA DO CEARÁ,capital,CV,-38.57858088888889,-3.7086027777777772,24.829,92,6 COMPANHEIROS; AVENIDA 20 DE JANEIRO; COMUNIDADE GRAFITEIROS
81,Comunidade do Seu Rosa,46.863,JOSÉ DE ALENCAR,capital,CV,-38.475476444444446,-3.814439749999999,14.792,50,COMUNIDADE DO SEU ROSA; AREA SEM NOME; RUA LUÍS ORIÁ
82,Canal (Complexo da Barra do Ceará),46.819,BARRA DO CEARÁ,capital,CV,-38.57688727272727,-3.701610272727273,23.786,80,CANAL (COMPLEXO DA BARRA DO CEARÁ); COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ); 4 VARAS
83,Comunidade do HX,46.727,BARRA DO CEARÁ,capital,CV,-38.58005808695653,-3.7017242173913045,23.619,74,COMUNIDADE DO HX; BECO DA POMPEIA; RUA DO LEME
84,Beco da Pompeia,46.713,BARRA DO CEARÁ,capital,CV,-38.579242,-3.702418833333334,24.197,76,BECO DA POMPEIA; COMUNIDADE DO HX; AREA SEM NOME
85,Comunidade Grafiteiros,46.683,BARRA DO CEARÁ,capital,CV,-38.58043800000001,-3.7104342631578953,23.91,91,COMUNIDADE GRAFITEIROS; COMUNIDADE DO GUETO NOVO; CONJ. JACIARA
86,Beco Da Zeza,46.669,BARRA DO CEARÁ,capital,CV,-38.58026257142857,-3.7043595714285718,24.116,78,BECO DA ZEZA; AREA SEM NOME; AVENIDA 20 DE JANEIRO
87,Coqueiral,46.244,JOSÉ DE ALENCAR,capital,CV,-38.471603200000004,-3.8160108,14.069,52,COQUEIRAL; RUA BRANCA; COMUNIDADE DO SEU ROSA
88,4 Varas,45.819,BARRA DO CEARÁ,capital,CV,-38.57421770588236,-3.7012234411764706,22.69,81,4 VARAS; COMUNIDADE DO CIMPELCO (COMPLEXO DA BARRA DO CEARÁ); FAVELA DA 3P
89,Conj. Jaciara,45.808,BARRA DO CEARÁ,capital,CV,-38.58048766666666,-3.712563333333333,22.71,90,CONJ. JACIARA; COMUNIDADE GRAFITEIROS; CONJUNTO CIDADE DE DEUS OU CDD
90,Beco da 20,45.756,BARRA DO CEARÁ,capital,CV,-38.58260357142857,-3.7061291428571432,22.609,77,BECO DA 20; CONJUNTO 7 PRÉDIOS; LAMA SECA
